M0:s X,M0:s Y
1.710719999999966,4.013930358676481e-05
1.710539999999966,4.012736907609667e-05
1.710359999999966,4.011543559138496e-05
1.710179999999966,4.010350313341217e-05
1.709999999999966,4.009157170296016e-05
1.709819999999965,4.007964130080987e-05
1.709639999999965,4.006771192774139e-05
1.709459999999965,4.005578358453411e-05
1.709279999999965,4.004385627196656e-05
1.709099999999965,4.003192999081648e-05
1.708919999999965,4.002000474186082e-05
1.708739999999965,4.000808052587569e-05
1.708559999999965,3.999615734363637e-05
1.708379999999965,3.998423519591744e-05
1.708199999999965,3.997231408349256e-05
1.708019999999965,3.996039400713467e-05
1.707839999999965,3.994847496761583e-05
1.707659999999965,3.993655696570742e-05
1.707479999999965,3.992464000217988e-05
1.707299999999965,3.991272407780292e-05
1.707119999999964,3.990080919334544e-05
1.706939999999964,3.988889534957558e-05
1.706759999999964,3.987698254726055e-05
1.706579999999964,3.986507078716695e-05
1.706399999999964,3.985316007006038e-05
1.706219999999964,3.98412503967058e-05
1.706039999999964,3.982934176786734e-05
1.705859999999964,3.981743418430821e-05
1.705679999999964,3.980552764679104e-05
1.705499999999964,3.979362215607742e-05
1.705319999999964,3.978171771292835e-05
1.705139999999964,3.976981431810391e-05
1.704959999999964,3.975791197236344e-05
1.704779999999964,3.974601067646542e-05
1.704599999999963,3.973411043116764e-05
1.704419999999963,3.972221123722703e-05
1.704239999999963,3.971031309539968e-05
1.704059999999963,3.969841600644102e-05
1.703879999999963,3.968651997110557e-05
1.703699999999963,3.967462499014713e-05
1.703519999999963,3.966273106431858e-05
1.703339999999963,3.965083819437222e-05
1.703159999999963,3.963894638105939e-05
1.702979999999963,3.962705562513071e-05
1.702799999999963,3.961516592733598e-05
1.702619999999963,3.960327728842422e-05
1.702439999999963,3.959138970914371e-05
1.702259999999963,3.957950319024184e-05
1.702079999999963,3.956761773246535e-05
1.701899999999962,3.955573333656001e-05
1.701719999999962,3.954385000327099e-05
1.701539999999962,3.953196773334259e-05
1.701359999999962,3.952008652751831e-05
1.701179999999962,3.950820638654083e-05
1.700999999999962,3.94963273111522e-05
1.700819999999962,3.948444930209351e-05
1.700639999999962,3.947257236010518e-05
1.700459999999962,3.946069648592681e-05
1.700279999999962,3.944882168029716e-05
1.700099999999962,3.943694794395434e-05
1.699919999999962,3.942507527763554e-05
1.699739999999962,3.941320368207729e-05
1.699559999999962,3.940133315801526e-05
1.699379999999961,3.938946370618436e-05
1.699199999999961,3.937759532731875e-05
1.699019999999961,3.936572802215173e-05
1.698839999999961,3.935386179141593e-05
1.698659999999961,3.934199663584316e-05
1.698479999999961,3.933013255616441e-05
1.698299999999961,3.931826955310995e-05
1.698119999999961,3.930640762740928e-05
1.697939999999961,3.929454677979103e-05
1.697759999999961,3.92826870109832e-05
1.697579999999961,3.927082832171291e-05
1.697399999999961,3.925897071270653e-05
1.697219999999961,3.924711418468968e-05
1.697039999999961,3.923525873838717e-05
1.696859999999961,3.922340437452313e-05
1.69667999999996,3.921155109382078e-05
1.69649999999996,3.919969889700268e-05
1.69631999999996,3.918784778479059e-05
1.69613999999996,3.917599775790547e-05
1.69595999999996,3.916414881706754e-05
1.69577999999996,3.915230096299628e-05
1.69559999999996,3.914045419641033e-05
1.69541999999996,3.91286085180276e-05
1.69523999999996,3.91167639285653e-05
1.69505999999996,3.910492042873977e-05
1.69487999999996,3.909307801926662e-05
1.69469999999996,3.908123670086074e-05
1.69451999999996,3.906939647423617e-05
1.69433999999996,3.905755734010629e-05
1.694159999999959,3.90457192991836e-05
1.693979999999959,3.903388235218001e-05
1.693799999999959,3.902204649980648e-05
1.693619999999959,3.901021174277334e-05
1.693439999999959,3.899837808179009e-05
1.693259999999959,3.89865455175655e-05
1.693079999999959,3.897471405080754e-05
1.692899999999959,3.89628836822235e-05
1.692719999999959,3.895105441251987e-05
1.692539999999959,3.89392262424024e-05
1.692359999999959,3.892739917257604e-05
1.692179999999959,3.891557320374501e-05
1.691999999999959,3.890374833661281e-05
1.691819999999959,3.889192457188209e-05
1.691639999999959,3.888010191025491e-05
1.691459999999958,3.886828035243239e-05
1.691279999999958,3.885645989911506e-05
1.691099999999958,3.884464055100256e-05
1.690919999999958,3.883282230879389e-05
1.690739999999958,3.882100517318722e-05
1.690559999999958,3.880918914488004e-05
1.690379999999958,3.879737422456905e-05
1.690199999999958,3.878556041295021e-05
1.690019999999958,3.877374771071871e-05
1.689839999999958,3.876193611856906e-05
1.689659999999958,3.875012563719493e-05
1.689479999999958,3.873831626728927e-05
1.689299999999958,3.872650800954439e-05
1.689119999999958,3.871470086465168e-05
1.688939999999957,3.870289483330202e-05
1.688759999999957,3.869108991618527e-05
1.688579999999957,3.867928611399077e-05
1.688399999999957,3.866748342740697e-05
1.688219999999957,3.86556818571217e-05
1.688039999999957,3.864388140382196e-05
1.687859999999957,3.863208206819406e-05
1.687679999999957,3.862028385092355e-05
1.687499999999957,3.860848675269523e-05
1.687319999999957,3.859669077419325e-05
1.687139999999957,3.858489591610089e-05
1.686959999999957,3.857310217910078e-05
1.686779999999957,3.856130956387479e-05
1.686599999999957,3.854951807110406e-05
1.686419999999957,3.853772770146897e-05
1.686239999999956,3.852593845564925e-05
1.686059999999956,3.85141503343238e-05
1.685879999999956,3.850236333817078e-05
1.685699999999956,3.849057746786775e-05
1.685519999999956,3.847879272409147e-05
1.685339999999956,3.846700910751786e-05
1.685159999999956,3.845522661882228e-05
1.684979999999956,3.844344525867927e-05
1.684799999999956,3.843166502776267e-05
1.684619999999956,3.841988592674556e-05
1.684439999999956,3.840810795630035e-05
1.684259999999956,3.83963311170987e-05
1.684079999999956,3.838455540981146e-05
1.683899999999956,3.837278083510895e-05
1.683719999999955,3.836100739366057e-05
1.683539999999955,3.834923508613514e-05
1.683359999999955,3.833746391320065e-05
1.683179999999955,3.832569387552442e-05
1.682999999999955,3.83139249737731e-05
