"(pv("M0" "gm" ?result "dcOpInfo-info") / IDC("/M0/D")) vs M0:d (Vgs=1.64e-01) X","(pv("M0" "gm" ?result "dcOpInfo-info") / IDC("/M0/D")) vs M0:d (Vgs=1.64e-01) Y"
"4.614268178729839e-12","27.23958056271462"
"4.636949912618614e-12","27.2397748658811"
"4.659743280792597e-12","27.23996916904758"
"4.682648831942496e-12","27.24016347221405"
"4.705667117450403e-12","27.24035777538053"
"4.728798691402808e-12","27.24055207854701"
"4.752044110604149e-12","27.24074638171349"
"4.775403934589949e-12","27.24094068487997"
"4.798878725639485e-12","27.24113498804645"
"4.822469048790736e-12","27.24132929121293"
"4.846175471852136e-12","27.24152359437941"
"4.869998565417361e-12","27.24171789754589"
"4.893938902878905e-12","27.24191220071237"
"4.91799706044094e-12","27.24210650387884"
"4.942173617132972e-12","27.24230080704532"
"4.966469154825666e-12","27.2424951102118"
"4.990884258241474e-12","27.24268941337828"
"5.015419514972011e-12","27.24288371654476"
"5.040075515489491e-12","27.24307801971124"
"5.064852853161776e-12","27.24327232287772"
"5.089752124267167e-12","27.2434666260442"
"5.114773928007037e-12","27.24366092921068"
"5.139918866522232e-12","27.24385523237716"
"5.165187544905129e-12","27.24404953554363"
"5.190580571215426e-12","27.24424383871012"
"5.216098556495575e-12","27.24443814187659"
"5.241742114782422e-12","27.24463244504307"
"5.26751186312456e-12","27.24482674820955"
"5.293408421596605e-12","27.24502105137603"
"5.319432413312805e-12","27.24521535454251"
"5.345584464442432e-12","27.24540965770899"
"5.371865204225403e-12","27.24560396087547"
"5.398275264986391e-12","27.24579826404195"
"5.424815282150524e-12","27.24599256720843"
"5.45148589425767e-12","27.24618687037491"
"5.478287742979385e-12","27.24638117354138"
"5.505221473132242e-12","27.24657547670786"
"5.532287732693816e-12","27.24676977987434"
"5.559487172819087e-12","27.24696408304082"
"5.586820447854765e-12","27.24700711977852"
"5.614288215355447e-12","27.2470470344375"
"5.64189113609958e-12","27.24708694909649"
"5.669629874104299e-12","27.24712686375547"
"5.697505096641866e-12","27.24716677841446"
"5.725517474255815e-12","27.24720669307344"
"5.753667680776424e-12","27.24724660773243"
"5.781956393336988e-12","27.24728652239142"
"5.810384292389461e-12","27.2473264370504"
"5.83895206172164e-12","27.24736635170939"
"5.867660388473315e-12","27.24740626636838"
"5.896509963151376e-12","27.24744618102736"
"5.925501479647991e-12","27.24748609568635"
"5.954635635255474e-12","27.24752601034534"
"5.983913130684276e-12","27.24756592500432"
"6.013334670079506e-12","27.24760583966331"
"6.04290096103643e-12","27.24764575432229"
"6.072612714618683e-12","27.24768566898128"
"6.102470645374664e-12","27.24772558364026"
"6.132475471355195e-12","27.24776549829925"
"6.16262791412924e-12","27.24780541295824"
"6.192928698802163e-12","27.24784532761722"
"6.223378554033547e-12","27.24788524227621"
"6.253978212052085e-12","27.2479251569352"
"6.284728408676725e-12","27.24796507159418"
"6.315629883330129e-12","27.24800498625317"
"6.346683379060013e-12","27.24804490091216"
"6.377889642554298e-12","27.24808481557114"
"6.409249424159939e-12","27.24812473023013"
"6.44076347790015e-12","27.24816464488911"
"6.47243256149304e-12","27.2482045595481"
"6.504257436370172e-12","27.24824447420708"
"6.536238867692243e-12","27.24828438886607"
"6.568377624370568e-12","27.24832430352506"
"6.600674479082899e-12","27.24836421818404"
"6.633130208293165e-12","27.24840413284303"
"6.665745592268602e-12","27.24844404750202"
"6.698521415100528e-12","27.248483962161"
"6.731458464720774e-12","27.24852387681999"
"6.764557532921062e-12","27.24856379147898"
"6.797819415373287e-12","27.24860370613796"
"6.83124491164659e-12","27.24864362079695"
"6.864834825226218e-12","27.24868353545593"
"6.89858996353526e-12","27.24872345011492"
"6.932511137951215e-12","27.2487633647739"
"6.966599163825484e-12","27.24880327943289"
"7.000854860504652e-12","27.24884319409188"
"7.035279051348456e-12","27.24888310875086"
"7.069872563749672e-12","27.24892302340985"
"7.104636229153031e-12","27.24896293806884"
"7.139570883077008e-12","27.24900285272782"
"7.174677365131677e-12","27.24904276738681"
"7.209956519040189e-12","27.2490826820458"
"7.245409192657369e-12","27.24912259670478"
"7.281036237991286e-12","27.24916251136377"
"7.316838511222472e-12","27.24920242602275"
"7.352816872724891e-12","27.24924234068174"
"7.388972187086149e-12","27.24928225534072"
"7.42530532312784e-12","27.24932216999971"
"7.461817153926776e-12","27.2493620846587"
"7.498508556835115e-12","27.24940199931768"
"7.535380413502258e-12","27.24944191397667"
"7.572433609894224e-12","27.24948182863566"
"7.609669036316269e-12","27.24952174329464"
"7.647087587432407e-12","27.24956165795363"
"7.68469016228821e-12","27.24960157261262"
"7.722477664332415e-12","27.2496414872716"
"7.760451001435799e-12","27.24968140193059"
"7.79861108591571e-12","27.24972131658957"
"7.836958834556525e-12","27.24976123124856"
"7.875495168630738e-12","27.24980114590754"
"7.91422101392241e-12","27.24984106056653"
"7.953137300748341e-12","27.24988097522552"
"7.992244963979582e-12","27.2499208898845"
"8.031544943064151e-12","27.24996080454349"
"8.071038182050077e-12","27.25000071920248"
"8.110725629606953e-12","27.25004063386146"
"8.1506082390488e-12","27.25008054852045"
"8.190686968355878e-12","27.25012046317944"
"8.230962780199852e-12","27.25016037783842"
"8.271436641962814e-12","27.25020029249741"
"8.312109525763978e-12","27.25024020715639"
"8.352982408481147e-12","27.25028012181538"
"8.394056271773627e-12","27.25032003647436"
"8.435332102105637e-12","27.25035995113335"
"8.476810890770416e-12","27.25039986579234"
"8.518493633912912e-12","27.25043978045132"
"8.560381332554599e-12","27.25047969511031"
"8.602474992616407e-12","27.2505196097693"
"8.644775624941823e-12","27.25055952442828"
"8.68728424532248e-12","27.25059943908727"
"8.730001874521916e-12","27.25063935374626"
"8.772929538298506e-12","27.25067926840524"
"8.816068267431922e-12","27.25071918306423"
"8.859419097744845e-12","27.25075909772321"
"8.902983070131005e-12","27.2507990123822"
"8.946761230576725e-12","27.25083892704118"
"8.990754630187269e-12","27.25087884170017"
"9.03496432521152e-12","27.25091875635916"
"9.07939137706849e-12","27.25095867101814"
"9.12403685236845e-12","27.25099858567713"
"9.168901822943583e-12","27.25092626503497"
"9.213987365868702e-12","27.2508504400537"
"9.259294563489428e-12","27.25077461507243"
"9.304824503448375e-12","27.25069879009116"
"9.350578278708235e-12","27.25062296510989"
"9.396556987580719e-12","27.25054714012862"
"9.442761733749342e-12","27.25047131514735"
"9.489193626299037e-12","27.25039549016608"
"9.535853779741235e-12","27.25031966518481"
"9.582743314037922e-12","27.25024384020354"
"9.62986335463212e-12","27.25016801522227"
"9.677215032471935e-12","27.250092190241"
"9.724799484037805e-12","27.25001636525973"
"9.772617851370628e-12","27.24994054027846"
"9.82067128209693e-12","27.24986471529719"
"9.86896092945816e-12","27.24978889031592"
"9.91748795233618e-12","27.24971306533465"
"9.966253515281749e-12","27.24963724035338"
"1.00152587885418e-11","27.24956141537211"
"1.006450494808824e-11","27.24948559039084"
"1.011399317564341e-11","27.24940976540957"
"1.016372465871072e-11","27.2493339404283"
"1.021370059060081e-11","27.24925811544703"
"1.026392217046093e-11","27.24918229046576"
"1.031439060330404e-11","27.24910646548449"
"1.036510710003428e-11","27.24903064050322"
"1.041607287748038e-11","27.24895481552195"
"1.046728915841995e-11","27.24887899054068"
"1.051875717161111e-11","27.24880316555941"
"1.057047815182014e-11","27.24872734057814"
"1.062245333985328e-11","27.24865151559687"
"1.067468398258272e-11","27.24857569061561"
"1.072717133297819e-11","27.24849986563434"
"1.07799166501356e-11","27.24842404065307"
"1.083292119930916e-11","27.2483482156718"
"1.088618625193816e-11","27.24827239069053"
"1.093971308567819e-11","27.24819656570926"
"1.099350298443302e-11","27.24812074072799"
"1.104755723838304e-11","27.24804491574672"
"1.110187714401731e-11","27.24796909076545"
"1.115646400416123e-11","27.24789326578418"
"1.121131912801265e-11","27.24781744080291"
"1.126644383116766e-11","27.24774161582164"
"1.13218394356549e-11","27.24766579084037"
"1.137750726996435e-11","27.2475899658591"
"1.143344866908292e-11","27.24751414087783"
"1.148966497452081e-11","27.24743831589656"
"1.154615753434704e-11","27.24736249091529"
"1.160292770322088e-11","27.24728666593402"
"1.165997684242063e-11","27.24721084095275"
"1.171730631988177e-11","27.24713501597148"
"1.177491751022301e-11","27.24705919099021"
"1.183281179478349e-11","27.24698336600894"
"1.189099056165297e-11","27.24690754102767"
"1.194945520570615e-11","27.2468317160464"
"1.200820712863358e-11","27.24675589106513"
"1.206724773897701e-11","27.24668006608386"
"1.212657845216211e-11","27.24660424110259"
"1.2186200690532e-11","27.24652841612132"
"1.224611588337863e-11","27.24645259114005"
"1.230632546698109e-11","27.24637676615878"
"1.236683088463502e-11","27.24630094117751"
"1.242763358668958e-11","27.24622511619624"
"1.248873503058114e-11","27.24614929121497"
"1.255013668086721e-11","27.2460734662337"
"1.261184000926099e-11","27.24599764125243"
"1.267384649466724e-11","27.24592181627116"
"1.273615762321626e-11","27.24584599128989"
"1.279877488829819e-11","27.24577016630862"
"1.286169979060126e-11","27.24569434132735"
"1.292493383814439e-11","27.24561851634608"
"1.298847854631322e-11","27.24554269136481"
"1.30523354378984e-11","27.24546686638354"
"1.311650604312729e-11","27.24539104140228"
"1.318099189970478e-11","27.24531521642101"
"1.324579455284614e-11","27.24523939143974"
"1.331091555531518e-11","27.24516356645847"
"1.33763564674597e-11","27.2450877414772"
"1.344211885725001e-11","27.24501191649593"
"1.350820430031545e-11","27.24493609151466"
"1.357461437998022e-11","27.24486026653339"
"1.364135068730315e-11","27.24478444155212"
"1.370841482111222e-11","27.24470861657085"
"1.377580838804525e-11","27.24463279158958"
"1.384353300258653e-11","27.24455696660831"
"1.391159028710541e-11","27.24448114162704"
"1.397998187189287e-11","27.24440531664577"
"1.404870939520278e-11","27.2443294916645"
"1.411777450328878e-11","27.24425366668323"
"1.418717885044354e-11","27.24417784170196"
"1.425692409903789e-11","27.24410201672069"
"1.432701191955914e-11","27.24402619173942"
"1.43974439906524e-11","27.24395036675815"
"1.446822199915937e-11","27.24387454177688"
"1.453934764015683e-11","27.24379871679561"
"1.461082261699842e-11","27.24372289181434"
"1.46826486413535e-11","27.24364706683307"
"1.475482743325028e-11","27.2435712418518"
"1.482736072111107e-11","27.24349541687053"
"1.49002502417988e-11","27.24341959188926"
"1.497349774065426e-11","27.24334376690799"
"1.504710497153972e-11","27.24317407588541"
"1.51210736968768e-11","27.24300043415294"
"1.519540568769317e-11","27.24282679242047"
"1.527010272365891e-11","27.242653150688"
"1.534516659313348e-11","27.24247950895553"
"1.542059909320214e-11","27.24230586722305"
"1.549640202972548e-11","27.24213222549058"
"1.557257721737516e-11","27.24195858375811"
"1.564912647968145e-11","27.24178494202564"
"1.572605164907287e-11","27.24161130029317"
"1.580335456692181e-11","27.24143765856069"
"1.588103708358826e-11","27.24126401682822"
"1.595910105845969e-11","27.24109037509575"
"1.603754835999945e-11","27.24091673336327"
"1.611638086578829e-11","27.2407430916308"
"1.619560046256767e-11","27.24056944989833"
"1.627520904628858e-11","27.24039580816586"
"1.635520852215013e-11","27.24022216643339"
"1.643560080464948e-11","27.24004852470091"
"1.651638781762407e-11","27.23987488296844"
"1.659757149429934e-11","27.23970124123597"
"1.667915377733082e-11","27.2395275995035"
"1.676113661885292e-11","27.23935395777103"
"1.684352198052456e-11","27.23918031603855"
"1.692631183357345e-11","27.23900667430608"
"1.700950815884454e-11","27.23883303257361"
"1.709311294684474e-11","27.23865939084114"
"1.717712819779334e-11","27.23848574910867"
"1.726155592166362e-11","27.23831210737619"
"1.734639813823518e-11","27.23813846564372"
"1.743165687713928e-11","27.23796482391125"
"1.751733417790693e-11","27.23779118217878"
"1.760343209001547e-11","27.2376175404463"
"1.768995267294032e-11","27.23744389871383"
"1.777689799619927e-11","27.23727025698136"
"1.786427013940432e-11","27.23709661524889"
"1.795207119231009e-11","27.23692297351642"
"1.804030325486103e-11","27.23674933178394"
"1.812896843724285e-11","27.23657569005147"
"1.821806885993082e-11","27.236402048319"
"1.830760665374183e-11","27.23622840658653"
"1.83975839598817e-11","27.23605476485406"
"1.848800292999696e-11","27.23588112312158"
"1.857886572622557e-11","27.23570748138911"
"1.867017452124905e-11","27.23553383965664"
"1.87619314983387e-11","27.23536019792417"
"1.885413885141347e-11","27.2351865561917"
"1.894679878508621e-11","27.23501291445922"
"1.903991351471954e-11","27.23483927272675"
"1.913348526647457e-11","27.23466563099428"
"1.922751627736514e-11","27.23449198926181"
"1.932200879530998e-11","27.23431834752934"
"1.941696507918646e-11","27.23414470579686"
"1.951238739888073e-11","27.23397106406439"
"1.960827803534468e-11","27.23379742233192"
"1.970463928064719e-11","27.23362378059944"
"1.98014734380296e-11","27.23345013886697"
"1.989878282195888e-11","27.2332764971345"
"1.999656975818004e-11","27.23310285540203"
"2.009483658377537e-11","27.23292921366956"
"2.019358564721538e-11","27.23275557193708"
"2.02928193084157e-11","27.23258193020461"
"2.039253993879278e-11","27.23240828847214"
"2.049274992131769e-11","27.23223464673967"
"2.059345165057323e-11","27.2320610050072"
"2.069464753281233e-11","27.23188736327472"
"2.079633998601074e-11","27.23171372154225"
"2.08985314399247e-11","27.23154007980978"
"2.100122433615187e-11","27.23136643807731"
"2.110442112818238e-11","27.23119279634484"
"2.120812428146106e-11","27.23101915461236"
"2.131233627344395e-11","27.23084551287989"
"2.141705959365637e-11","27.23067187114742"
"2.152229674375035e-11","27.23049822941495"
"2.162805023756534e-11","27.23032458768247"
"2.173432260118602e-11","27.23015094595"
"2.184111637300144e-11","27.22997730421753"
"2.194843410376383e-11","27.22980366248506"
"2.205627835665116e-11","27.22963002075259"
"2.216465170732476e-11","27.22945637902011"
"2.227355674398993e-11","27.22928273728764"
"2.238299606745753e-11","27.22910909555517"
"2.249297229120514e-11","27.2289354538227"
"2.260348804143805e-11","27.22876181209023"
"2.271454595714838e-11","27.22858817035775"
"2.282614869018127e-11","27.22841452862528"
"2.293829890529549e-11","27.22824088689281"
"2.305099928022244e-11","27.22806724516034"
"2.316425250573442e-11","27.22789360342787"
"2.327806128570384e-11","27.22771996169539"
"2.339242833716932e-11","27.22754631996292"
"2.350735639039489e-11","27.22737267823045"
"2.362284818894081e-11","27.22719903649798"
"2.373890648971987e-11","27.2270253947655"
"2.385553406307023e-11","27.22685175303303"
"2.39727336928116e-11","27.22667811130056"
"2.409050817631959e-11","27.22650446956809"
"2.420886032458368e-11","27.22633082783561"
"2.43277929622764e-11","27.22615718610314"
"2.44473089278202e-11","27.22598354437067"
"2.456741107345112e-11","27.2258099026382"
"2.468810226528866e-11","27.22554703834151"
"2.480938538340137e-11","27.22527942866358"
"2.493126332187301e-11","27.22501181898565"
"2.50537389888727e-11","27.22474420930772"
"2.517681530672213e-11","27.22447659962979"
"2.530049521196346e-11","27.22420898995185"
"2.542478165542801e-11","27.22394138027392"
"2.554967760230545e-11","27.22367377059599"
"2.567518603221393e-11","27.22340616091806"
"2.580130993926926e-11","27.22313855124013"
"2.592805233215401e-11","27.2228709415622"
"2.605541623418968e-11","27.22260333188427"
"2.618340468340587e-11","27.22233572220633"
"2.631202073261284e-11","27.2220681125284"
"2.644126744947073e-11","27.22180050285047"
"2.657114791656359e-11","27.22153289317254"
"2.670166523146994e-11","27.22126528349461"
"2.683282250683602e-11","27.22099767381668"
"2.696462287044773e-11","27.22073006413875"
"2.709706946530544e-11","27.22046245446082"
"2.72301654496941e-11","27.22019484478288"
"2.736391399726127e-11","27.21992723510495"
"2.749831829708864e-11","27.21965962542702"
"2.763338155376605e-11","27.21939201574909"
"2.776910698746911e-11","27.21912440607116"
"2.790549783403091e-11","27.21885679639323"
"2.804255734502195e-11","27.2185891867153"
"2.818028878782072e-11","27.21832157703736"
"2.831869544569474e-11","27.21805396735943"
"2.845778061787542e-11","27.2177863576815"
"2.859754761963369e-11","27.21751874800357"
"2.873799978236127e-11","27.21725113832564"
"2.887914045364265e-11","27.21698352864771"
"2.902097299733976e-11","27.21671591896978"
"2.916350079366467e-11","27.21644830929185"
"2.930672723926426e-11","27.21618069961391"
"2.945065574729261e-11","27.21591308993598"
"2.959528974749646e-11","27.21564548025805"
"2.974063268629442e-11","27.21537787058012"
"2.988668802685455e-11","27.21511026090219"
"3.003345924917518e-11","27.21484265122426"
"3.018094985017177e-11","27.21457504154633"
"3.032916334375093e-11","27.2143074318684"
"3.047810326089793e-11","27.21403982219046"
"3.06277731497558e-11","27.21377221251253"
"3.077817657570922e-11","27.2135046028346"
"3.092931712146788e-11","27.21323699315667"
"3.10811983871514e-11","27.21296938347874"
"3.123382399036962e-11","27.21270177380081"
"3.138719756630942e-11","27.21243416412288"
"3.154132276781917e-11","27.21216655444494"
"3.169620326549467e-11","27.21189894476701"
"3.185184274776351e-11","27.21163133508908"
"3.200824492096905e-11","27.21136372541115"
"3.216541350946281e-11","27.21109611573322"
"3.232335225568392e-11","27.21082850605529"
"3.248206492025127e-11","27.21056089637736"
"3.264155528205101e-11","27.21029328669942"
"3.280182713832159e-11","27.21002567702149"
"3.296288430474375e-11","27.20975806734356"
"3.312473061552992e-11","27.20949045766563"
"3.328736992351336e-11","27.2092228479877"
"3.345080610023648e-11","27.20895523830977"
"3.361504303604464e-11","27.20868762863184"
"3.378008464017056e-11","27.2084200189539"
"3.394593484083159e-11","27.20815240927597"
"3.411259758531805e-11","27.20788479959804"
"3.428007684008314e-11","27.20761718992011"
"3.444837659084082e-11","27.20734958024218"
"3.461750084265412e-11","27.20708197056425"
"3.478745362002769e-11","27.20681436088632"
"3.495823896700661e-11","27.20654675120838"
"3.512986094726285e-11","27.20627914153045"
"3.530232364419947e-11","27.20601153185252"
"3.547563116103409e-11","27.20574392217459"
"3.564978762090587e-11","27.20547631249666"
"3.582479716696112e-11","27.20520870281873"
"3.600066396245798e-11","27.2049410931408"
"3.617739219085777e-11","27.20467348346286"
"3.635498605592413e-11","27.20440587378493"
"3.653344978182142e-11","27.204138264107"
"3.671278761321057e-11","27.20387065442907"
"3.689300381535212e-11","27.20360304475114"
"3.707410267419971e-11","27.20333543507321"
"3.725608849650258e-11","27.20306782539527"
"3.743896560990829e-11","27.20280021571734"
"3.762273836305586e-11","27.20253260603941"
"3.780741112568615e-11","27.20226499636148"
"3.799298828873454e-11","27.20199738668355"
"3.817947426443904e-11","27.20172977700562"
"3.836687348644011e-11","27.20146216732769"
"3.855519040988335e-11","27.20119455764975"
"3.874442951152503e-11","27.20092694797182"
"3.893459528983364e-11","27.20065933829389"
"3.912569226509555e-11","27.20039172861596"
"3.93177249795185e-11","27.20012411893803"
"3.951069799734013e-11","27.1998565092601"
"3.970461590492951e-11","27.19958889958217"
"3.989948331089881e-11","27.19932128990423"
"4.009530484620358e-11","27.1990536802263"
"4.029208516425861e-11","27.19878607054837"
"4.048982894103591e-11","27.19842419962823"
"4.068854087518104e-11","27.1980562527321"
"4.088822568812078e-11","27.19768830583598"
"4.108888812416923e-11","27.19732035893985"
"4.129053295063922e-11","27.19695241204372"
"4.149316495795481e-11","27.19658446514759"
"4.169678895976081e-11","27.19621651825146"
"4.190140979303278e-11","27.19584857135533"
"4.210703231819196e-11","27.1954806244592"
"4.231366141921751e-11","27.19511267756307"
"4.252130200375784e-11","27.19474473066695"
"4.272995900324444e-11","27.19437678377082"
"4.293963737300846e-11","27.19400883687469"
"4.315034209239276e-11","27.19364088997856"
"4.336207816486818e-11","27.19327294308243"
"4.357485061815294e-11","27.1929049961863"
"4.378866450432001e-11","27.19253704929017"
"4.40035248999254e-11","27.19216910239404"
"4.421943690611662e-11","27.19180115549792"
"4.443640564875443e-11","27.19143320860179"
"4.46544362785341e-11","27.19106526170566"
"4.48735339710968e-11","27.19069731480953"
"4.509370392716002e-11","27.1903293679134"
"4.531495137262628e-11","27.18996142101727"
"4.553728155871483e-11","27.18959347412114"
"4.576069976207579e-11","27.18922552722501"
"4.598521128491434e-11","27.18885758032889"
"4.621082145511366e-11","27.18848963343276"
"4.643753562636004e-11","27.18812168653663"
"4.66653591782627e-11","27.1877537396405"
"4.689429751647933e-11","27.18738579274437"
"4.712435607284406e-11","27.18701784584824"
"4.735554030548901e-11","27.18664989895211"
"4.758785569897349e-11","27.18628195205598"
"4.782130776440776e-11","27.18591400515986"
"4.805590203958239e-11","27.18554605826372"
"4.829164408909727e-11","27.18517811136759"
"4.852853950448791e-11","27.18481016447147"
"4.876659390435386e-11","27.18444221757534"
"4.90058129344913e-11","27.18407427067921"
"4.924620226802228e-11","27.18370632378308"
"4.948776760552619e-11","27.18333837688695"
