db((v(/net8 ?result ac) - v(/net7 ?result ac))) X,db((v(/net8 ?result ac) - v(/net7 ?result ac))) Y
0.001,110.8633378505338
0.001023292992280754,110.8633343760369
0.0010471285480509,110.8633307374953
0.001071519305237606,110.8633269276529
0.001096478196143185,110.8633229385831
0.001122018454301963,110.8633187612113
0.001148153621496882,110.8633143869848
0.001174897554939529,110.8633098069334
0.001202264434617413,110.8633050102689
0.001230268770812381,110.8632999880466
0.001258925411794167,110.8632947294618
0.001288249551693133,110.8632892229009
0.001318256738556406,110.8632834560715
0.001348962882591653,110.863277418125
0.001380384264602884,110.8632710956423
0.001412537544622754,110.8632644750612
0.001445439770745927,110.8632575424941
0.001479108388168207,110.8632502833922
0.001513561248436207,110.8632426815931
0.00154881661891248,110.863234722357
0.001584893192461112,110.8632263875764
0.001621810097358929,110.8632176603424
0.001659586907437559,110.8632085215331
0.001698243652461743,110.863198951921
0.001737800828749374,110.8631889318261
0.001778279410038921,110.8631784387707
0.001819700858609981,110.8631674518844
0.001862087136662865,110.8631559472535
0.001905460717963245,110.8631438998668
0.001949844599758043,110.863131284944
0.001995262314968877,110.8631180758878
0.002041737944669526,110.8631042439197
0.002089296130854036,110.863089760629
0.002137962089502229,110.8630745943823
0.002187761623949549,110.8630587136333
0.002238721138568336,110.8630420842464
0.002290867652767769,110.8630246714201
0.002344228815319918,110.8630064379247
0.002398832919019486,110.8629873450975
0.002454708915685026,110.862967352915
0.002511886431509576,110.8629464183724
0.002570395782768859,110.8629244975418
0.002630267991895377,110.8629015434839
0.00269153480392691,110.862877507837
0.002754228703338161,110.8628523394863
0.002818382931264448,110.8628259853771
0.0028840315031266,110.8627983890205
0.00295120922666638,110.8627694928298
0.00301995172040201,110.8627392347751
0.003090295432513584,110.8627075507082
0.003162277660168373,110.8626743737661
0.003235936569296276,110.8626396337692
0.003311311214825904,110.8626032566117
0.003388441561392018,110.8625651650265
0.003467368504525309,110.8625252791885
0.003548133892335747,110.8624835137831
0.003630780547701005,110.8624397805882
0.003715352290971717,110.8623939864461
0.003801893963205603,110.8623460349081
0.003890451449942797,110.8622958237283
0.003981071705534963,110.8622432469498
0.004073802778041117,110.8621881932986
0.004168693834703344,110.8621305453351
0.004265795188015916,110.8620701815076
0.004365158322401649,110.8620069735938
0.00446683592150962,110.8619407879639
0.004570881896148739,110.8618714843776
0.004677351412871971,110.8617989153809
0.004786300923226371,110.8617229276831
0.00489778819368445,110.8616433606051
0.00501187233627271,110.8615600446659
0.005128613839913635,110.8614728039873
0.005248074602497712,110.8613814540813
0.005370317963702512,110.8612858008463
0.00549540873857623,110.861185641693
0.005623413251903474,110.8610807648102
0.005754399373371553,110.8609709479507
0.005888436553555873,110.8608559585767
0.00602559586074356,110.86073555291
0.006165950018614803,110.8606094766452
0.006309573444801914,110.8604774622671
0.006456542290346536,110.8603392306348
0.00660693448007594,110.8601944887071
0.006760829753919797,110.8600429312272
0.006918309709189343,110.859884235939
0.007079457843841356,110.8597180685852
0.007244359600749877,110.859544076223
0.007413102413009151,110.8593618913919
0.007585775750291813,110.8591711288877
0.007762471166286891,110.8589713849543
0.007943282347242788,110.8587622372046
0.008128305161640965,110.8585432434281
0.008317637711026681,110.8583139405118
