phaseDegUnwrapped(v("/Vout+" ?result "ac")) X,phaseDegUnwrapped(v("/Vout+" ?result "ac")) Y
0.001,-1.550830594972965e-06
0.001023292992280754,-1.586953599403361e-06
0.0010471285480509,-1.623918363305281e-06
0.001071519305237606,-1.661743402765234e-06
0.001096478196143185,-1.700447435475381e-06
0.001122018454301963,-1.740056540477263e-06
0.001148153621496882,-1.780593454714303e-06
0.001174897554939529,-1.822072320822999e-06
0.001202264434617413,-1.864507425954279e-06
0.001230268770812381,-1.907934176521996e-06
0.001258925411794167,-1.952382575767933e-06
0.001288249551693133,-1.99785944061742e-06
0.001318256738556406,-2.044388570023742e-06
0.001348962882591653,-2.092007276030832e-06
0.001380384264602884,-2.1407490194414e-06
0.001412537544622754,-2.190606248546432e-06
0.001445439770745927,-2.241624390608946e-06
0.001479108388168207,-2.293844643855638e-06
0.001513561248436207,-2.347283063492413e-06
0.00154881661891248,-2.401952518781778e-06
0.001584893192461112,-2.45790290695449e-06
0.001621810097358929,-2.51514691650051e-06
0.001659586907437559,-2.573740025152249e-06
0.001698243652461743,-2.633685430275187e-06
0.001737800828749374,-2.695037260058691e-06
0.001778279410038921,-2.757809013662293e-06
0.001819700858609981,-2.822043884789315e-06
0.001862087136662865,-2.887788940918419e-06
0.001905460717963245,-2.955041942529819e-06
0.001949844599758043,-3.023889062050103e-06
0.001995262314968877,-3.094321023894623e-06
0.002041737944669526,-3.166382086458081e-06
0.002089296130854036,-3.240146683762926e-06
0.002137962089502229,-3.315606706784974e-06
0.002187761623949549,-3.392854293950243e-06
0.002238721138568336,-3.471869162384566e-06
0.002290867652767769,-3.552748534849077e-06
0.002344228815319918,-3.635497266307169e-06
0.002398832919019486,-3.7201664447382e-06
0.002454708915685026,-3.806836079453358e-06
0.002511886431509576,-3.895505294771977e-06
0.002570395782768859,-3.986257384033474e-06
0.002630267991895377,-4.079106664183636e-06
0.00269153480392691,-4.174118240075729e-06
0.002754228703338161,-4.271343057998543e-06
0.002818382931264448,-4.370841070913474e-06
0.0028840315031266,-4.472647753220894e-06
0.00295120922666638,-4.576823942372217e-06
0.00301995172040201,-4.683435461759461e-06
0.003090295432513584,-4.79251891845767e-06
0.003162277660168373,-4.904163255071708e-06
0.003235936569296276,-5.018388231695764e-06
0.003311311214825904,-5.135266629240764e-06
0.003388441561392018,-5.254892089379239e-06
0.003467368504525309,-5.377301078761283e-06
0.003548133892335747,-5.502543917590922e-06
0.003630780547701005,-5.630706974574186e-06
0.003715352290971717,-5.761880615881067e-06
0.003801893963205603,-5.896091354471157e-06
0.003890451449942797,-6.033453766694245e-06
0.003981071705534963,-6.173956086896106e-06
0.004073802778041117,-6.317768776545599e-06
0.004168693834703344,-6.464943293566331e-06
0.004265795188015916,-6.615508089300937e-06
0.004365158322401649,-6.769596059358429e-06
0.00446683592150962,-6.927291093907132e-06
0.004570881896148739,-7.088645857237572e-06
0.004677351412871971,-7.25378272023308e-06
0.004786300923226371,-7.422709726068559e-06
0.00489778819368445,-7.5956182422068e-06
0.00501187233627271,-7.772551631747852e-06
0.005128613839913635,-7.953576078926261e-06
0.005248074602497712,-8.138871806633135e-06
0.005370317963702512,-8.32844091564104e-06
0.00549540873857623,-8.522416068596664e-06
0.005623413251903474,-8.720933673657805e-06
0.005754399373371553,-8.924051912204768e-06
0.005888436553555873,-9.131925351415797e-06
0.00602559586074356,-9.344681272634449e-06
0.006165950018614803,-9.562320821985566e-06
0.006309573444801914,-9.785068451708744e-06
0.006456542290346536,-1.001297748156831e-05
0.00660693448007594,-1.024619572414023e-05
0.006760829753919797,-1.048488808231577e-05
0.006918309709189343,-1.072911529369651e-05
0.007079457843841356,-1.097897281868541e-05
0.007244359600749877,-1.123474645214858e-05
0.007413102413009151,-1.149643648163551e-05
0.007585775750291813,-1.176426382347837e-05
0.007762471166286891,-1.203823893123702e-05
0.007943282347242788,-1.231862744329864e-05
0.008128305161640965,-1.260556313229582e-05
0.008317637711026681,-1.289920562406494e-05
0.008511380382023735,-1.319973459726609e-05
0.008709635899560775,-1.350713133340444e-05
0.008912509381337422,-1.382174988417992e-05
0.009120108393559064,-1.414371276706973e-05
0.009332543007969875,-1.447316204266512e-05
0.009549925860214322,-1.481026560110022e-05
0.009772372209558068,-1.51551901992186e-05
0.00999999999999996,-1.550824179226649e-05
0.0102329299228075,-1.58694324146572e-05
0.01047128548050895,-1.62391082379218e-05
0.01071519305237602,-1.661740829791722e-05
0.01096478196143181,-1.70044413771241e-05
0.01122018454301959,-1.740058718443389e-05
0.01148153621496878,-1.780588911381163e-05
0.01174897554939525,-1.822058034540573e-05
0.01202264434617408,-1.864506419106015e-05
0.01230268770812376,-1.907920471802084e-05
0.01258925411794162,-1.952375926522671e-05
0.01288249551693128,-1.997849765147715e-05
0.01318256738556401,-2.044377570691853e-05
0.01348962882591648,-2.091999234049503e-05
0.01380384264602879,-2.1407377003826e-05
0.01412537544622748,-2.190593598874169e-05
0.01445439770745921,-2.241624989766513e-05
0.01479108388168201,-2.293833986271588e-05
0.01513561248436201,-2.347257236804193e-05
0.01548816618912474,-2.401931626847547e-05
0.01584893192461106,-2.457875101930755e-05
0.01621810097358923,-2.515139825406343e-05
0.01659586907437553,-2.573727183169417e-05
0.01698243652461736,-2.633671717592169e-05
0.01737800828749367,-2.695013858507342e-05
0.01778279410038914,-2.757786090998386e-05
0.01819700858609975,-2.822024791760282e-05
0.01862087136662858,-2.887758491721597e-05
0.01905460717963238,-2.95503029298743e-05
0.01949844599758035,-3.02384929749619e-05
0.01995262314968869,-3.094282619190884e-05
0.02041737944669519,-3.166353208664721e-05
0.02089296130854029,-3.240103665908451e-05
0.02137962089502221,-3.315602145924571e-05
0.02187761623949541,-3.392815684689794e-05
0.02238721138568328,-3.471851982763761e-05
0.02290867652767761,-3.552723614196243e-05
0.0234422881531991,-3.635460402934581e-05
0.02398832919019478,-3.720170239068588e-05
0.02454708915685017,-3.806806000133084e-05
0.02511886431509567,-3.895472254037208e-05
0.0257039578276885,-3.986213164507978e-05
0.02630267991895368,-4.0790679666189e-05
0.02691534803926901,-4.174075311702554e-05
0.02754228703338151,-4.2712960809235e-05
0.02818382931264438,-4.370787465627806e-05
0.0288403150312659,-4.472592833068769e-05
0.02951209226666369,-4.5767687335721e-05
0.03019951720401999,-4.683364220501603e-05
0.03090295432513573,-4.792445937813e-05
0.03162277660168361,-4.90406645122289e-05
0.03235936569296264,-5.018304096958606e-05
0.03311311214825892,-5.135190898463215e-05
0.03388441561392006,-5.254809216262328e-05
0.03467368504525296,-5.377194908317946e-05
0.03548133892335734,-5.50244104787108e-05
0.03630780547700992,-5.630574959237238e-05
0.03715352290971704,-5.761726019998307e-05
0.0380189396320559,-5.895936491195732e-05
0.03890451449942783,-6.03325951934739e-05
0.03981071705534948,-6.173825719292682e-05
0.04073802778041102,-6.31761501118392e-05
0.04168693834703328,-6.464770171408023e-05
0.042657951880159,-6.615320915507075e-05
0.04365158322401633,-6.769421387863758e-05
0.04466835921509604,-6.927068699695999e-05
0.04570881896148722,-7.088366575061801e-05
0.04677351412871953,-7.253466731215771e-05
0.04786300923226354,-7.422420655581019e-05
0.04897788193684432,-7.59530169891589e-05
0.05011872336272692,-7.772180578745722e-05
0.05128613839913617,-7.953242668197282e-05
0.05248074602497694,-8.138488249000637e-05
0.05370317963702494,-8.328053951782464e-05
0.05495408738576212,-8.522019476524087e-05
0.05623413251903456,-8.7204699963549e-05
0.05754399373371533,-8.923587471766059e-05
0.05888436553555853,-9.13143763397186e-05
0.0602559586074354,-9.344132878808321e-05
0.06165950018614783,-9.561695126942074e-05
0.06309573444801893,-9.784395886853595e-05
0.06456542290346515,-0.00010012284648682
0.06606934480075918,-0.0001024545415050232
0.06760829753919775,-0.0001048406428468709
0.06918309709189321,-0.0001072823269710279
0.07079457843841334,-0.0001097809692922792
0.07244359600749854,-0.0001123374483220259
0.07413102413009127,-0.0001149534393780142
0.07585775750291789,-0.0001176313927450693
0.07762471166286866,-0.0001203708434765105
0.07943282347242762,-0.0001231747506809974
0.08128305161640939,-0.0001260430392968424
0.08317637711026656,-0.0001289784415879834
0.08511380382023709,-0.0001319816853166529
0.08709635899560748,-0.0001350549756324922
0.08912509381337395,-0.0001382002528688966
0.09120108393559036,-0.0001414189880516499
0.09332543007969847,-0.0001447117084436942
0.09549925860214295,-0.0001480816809791739
0.0977237220955804,-0.0001515303940302067
0.09999999999999931,-0.000155059123145716
0.1023292992280747,-0.0001586702107012974
0.1047128548050892,-0.0001623646779656885
0.1071519305237599,-0.0001661461679956967
0.1096478196143177,-0.0001700148059199378
0.1122018454301956,-0.0001739728722184068
0.1148153621496875,-0.0001780238114912407
0.1174897554939521,-0.0001821694895427466
0.1202264434617404,-0.0001864114337076878
0.1230268770812373,-0.0001907515060365177
0.1258925411794158,-0.0001951932813954363
0.1288249551693125,-0.0001997376064010269
0.1318256738556398,-0.0002043890767201592
0.1348962882591644,-0.0002091475843083531
0.1380384264602875,-0.0002140173310487893
0.1412537544622744,-0.0002189985095766577
0.1445439770745917,-0.0002240984543966827
0.1479108388168197,-0.000229316496043876
0.1513561248436197,-0.0002346559833733624
0.154881661891247,-0.000240119224327731
0.1584893192461102,-0.0002457094953928552
0.1621810097358918,-0.0002514306824949415
0.1659586907437549,-0.0002572845943215242
0.1698243652461732,-0.0002632739059633961
0.1737800828749363,-0.0002694023974523056
0.177827941003891,-0.0002756765869433099
0.181970085860997,-0.0002820937892796758
0.1862087136662854,-0.0002886609735855554
0.1905460717963233,-0.0002953818597354578
0.1949844599758031,-0.0003022583958466438
0.1995262314968865,-0.000309295144823202
0.2041737944669514,-0.0003164956953000615
0.2089296130854024,-0.0003238628679598901
0.2137962089502216,-0.000331402378083997
0.2187761623949536,-0.0003391182668717464
0.2238721138568323,-0.0003470122950009394
0.2290867652767756,-0.000355089953364312
0.2344228815319904,-0.000363356919280912
0.2398832919019472,-0.0003718157870764634
0.2454708915685012,-0.000380471584760359
0.2511886431509561,-0.0003893290663290111
0.2570395782768844,-0.0003983928182674133
0.2630267991895361,-0.000407668202645365
0.2691534803926895,-0.0004171581389994694
0.2754228703338145,-0.000426869788729776
0.2818382931264432,-0.0004368080738939971
0.2884031503126583,-0.0004469762635712747
0.2951209226666363,-0.0004573814879296929
0.3019951720401993,-0.0004680293946992372
0.3090295432513566,-0.0004789259826050593
0.3162277660168354,-0.0004900751786401854
0.3235936569296257,-0.000501484969447347
0.3311311214825885,-0.0005131607460452177
0.3388441561391999,-0.0005251080891443009
0.3467368504525289,-0.000537331485693527
0.3548133892335726,-0.000549842561709027
0.3630780547700985,-0.0005626436185052035
0.3715352290971696,-0.0005757434329468924
0.3801893963205581,-0.0005891464121303112
0.3890451449942774,-0.0006028635517163941
0.398107170553494,-0.0006169006302941075
0.4073802778041094,-0.0006312643709553865
0.416869383470332,-0.0006459620410079221
0.4265795188015891,-0.0006610017098179767
0.4365158322401623,-0.0006763927828673498
0.4466835921509594,-0.0006921419557745593
0.4570881896148712,-0.0007082576817304945
0.4677351412871942,-0.0007247488679006837
0.4786300923226343,-0.0007416239824597246
0.489778819368442,-0.0007588921683671486
0.5011872336272679,-0.0007765634428360423
0.5128613839913604,-0.0007946443469966523
0.524807460249768,-0.0008131475162167391
0.537031796370248,-0.0008320835610744744
0.5495408738576197,-0.0008514583329833088
0.5623413251903442,-0.0008712861060937935
0.5754399373371519,-0.0008915747583085907
0.5888436553555838,-0.0009123382596146164
0.6025595860743524,-0.000933582344710792
0.6165950018614768,-0.0009553219832448685
0.6309573444801877,-0.0009775684773128148
0.6456542290346499,-0.001000333094151703
0.6606934480075902,-0.001023628217074754
0.6760829753919758,-0.001047466550515688
0.6918309709189304,-0.00107186055786661
0.7079457843841317,-0.001096820721437676
0.7244359600749837,-0.001122364396506553
0.7413102413009109,-0.001148501491715341
0.758577575029177,-0.001175249388673412
0.7762471166286847,-0.001202619762631643
0.7943282347242743,-0.001230626157256689
0.8128305161640919,-0.001259285862277254
0.8317637711026634,-0.001288614466265952
0.8511380382023687,-0.001318625387992304
0.8709635899560726,-0.001349335301544213
0.8912509381337372,-0.001380761027477347
0.9120108393559012,-0.001412918420468768
0.9332543007969822,-0.001445825252158097
0.9549925860214269,-0.001479497994274058
0.9772372209558013,-0.00151395607072759
0.9999999999999905,-0.001549215381369711
1.023292992280744,-0.001585297407216352
1.047128548050889,-0.001622220266705016
1.071519305237596,-0.001660001822098535
1.096478196143174,-0.001698664635411793
1.122018454301952,-0.001738227973067481
1.148153621496871,-0.001778712584640518
1.174897554939518,-0.001820140583797633
1.202264434617401,-0.001862453103873391
1.230268770812369,-0.001905835441137522
1.258925411794154,-0.001950304363889996
1.288249551693121,-0.001995729301023171
1.318256738556393,-0.002042212883722279
1.34896288259164,-0.002089778601405194
1.38038426460287,-0.002138452297401856
1.41253754462274,-0.002188260686355364
1.445439770745912,-0.002239228153658306
1.479108388168192,-0.002291383358091534
1.513561248436192,-0.002344753817715092
1.548816618912465,-0.002399367568010102
1.584893192461097,-0.002455253020743169
1.621810097358913,-0.002512440385216265
