"db(v("/Vb5" ?result "ac")) X","db(v("/Vb5" ?result "ac")) Y","phaseDegUnwrapped(v("/Vb5" ?result "ac")) X","phaseDegUnwrapped(v("/Vb5" ?result "ac")) Y"
"0.006456542290346536","-1.262381753283055","0.006456542290346536","-179.9992322792713"
"0.00660693448007594","-1.262381754331911","0.00660693448007594","-179.9992499947275"
"0.006760829753919797","-1.262381755433188","0.006760829753919797","-179.9992673124855"
"0.006918309709189343","-1.26238175658917","0.006918309709189343","-179.9992842417248"
"0.007079457843841356","-1.262381757802279","0.007079457843841356","-179.9993007914189"
"0.007244359600749877","-1.262381759075027","0.007244359600749877","-179.9993169703398"
"0.007413102413009151","-1.262381760410071","0.007413102413009151","-179.9993327870627"
"0.007585775750291813","-1.262381761810171","0.007585775750291813","-179.9993482499704"
"0.007762471166286891","-1.262381763278245","0.007762471166286891","-179.9993633672581"
"0.007943282347242788","-1.262381764817322","0.007943282347242788","-179.9993781469373"
"0.008128305161640965","-1.262381766430606","0.008128305161640965","-179.9993925968403"
"0.008317637711026681","-1.262381768121416","0.008317637711026681","-179.9994067246243"
"0.008511380382023735","-1.26238176989326","0.008511380382023735","-179.9994205377755"
"0.008709635899560775","-1.262381771749791","0.008709635899560775","-179.9994340436127"
"0.008912509381337422","-1.262381773694825","0.008912509381337422","-179.9994472492915"
"0.009120108393559064","-1.262381775732372","0.009120108393559064","-179.9994601618081"
"0.009332543007969875","-1.262381777866619","0.009332543007969875","-179.9994727880027"
"0.009549925860214322","-1.26238178010195","0.009549925860214322","-179.9994851345633"
"0.009772372209558068","-1.26238178244294","0.009772372209558068","-179.9994972080293"
"0.00999999999999996","-1.262381784894377","0.00999999999999996","-179.9995090147947"
"0.0102329299228075","-1.262381787461272","0.0102329299228075","-179.9995205611116"
"0.01047128548050895","-1.262381790148857","0.01047128548050895","-179.9995318530932"
"0.01071519305237602","-1.262381792962597","0.01071519305237602","-179.9995428967177"
"0.01096478196143181","-1.262381795908208","0.01096478196143181","-179.9995536978307"
"0.01122018454301959","-1.262381798991665","0.01122018454301959","-179.9995642621486"
"0.01148153621496878","-1.262381802219196","0.01148153621496878","-179.9995745952613"
"0.01174897554939525","-1.262381805597317","0.01174897554939525","-179.9995847026358"
"0.01202264434617408","-1.262381809132826","0.01202264434617408","-179.9995945896181"
"0.01230268770812376","-1.262381812832824","0.01230268770812376","-179.9996042614368"
"0.01258925411794162","-1.262381816704727","0.01258925411794162","-179.9996137232052"
"0.01288249551693128","-1.262381820756265","0.01288249551693128","-179.9996229799245"
"0.01318256738556401","-1.262381824995509","0.01318256738556401","-179.9996320364857"
"0.01348962882591648","-1.262381829430868","0.01348962882591648","-179.9996408976728"
"0.01380384264602879","-1.262381834071137","0.01380384264602879","-179.999649568165"
"0.01412537544622748","-1.262381838925461","0.01412537544622748","-179.9996580525388"
"0.01445439770745921","-1.262381844003392","0.01445439770745921","-179.9996663552711"
"0.01479108388168201","-1.262381849314875","0.01479108388168201","-179.9996744807405"
"0.01513561248436201","-1.262381854870279","0.01513561248436201","-179.9996824332301"
"0.01548816618912474","-1.262381860680405","0.01548816618912474","-179.9996902169299"
"0.01584893192461106","-1.262381866756494","0.01584893192461106","-179.9996978359382"
"0.01621810097358923","-1.262381873110276","0.01621810097358923","-179.9997052942643"
"0.01659586907437553","-1.262381879753932","0.01659586907437553","-179.99971259583"
"0.01698243652461736","-1.262381886700146","0.01698243652461736","-179.9997197444722"
"0.01737800828749367","-1.262381893962119","0.01737800828749367","-179.9997267439439"
"0.01778279410038914","-1.262381901553581","0.01778279410038914","-179.9997335979169"
"0.01819700858609975","-1.262381909488791","0.01819700858609975","-179.9997403099829"
"0.01862087136662858","-1.262381917782585","0.01862087136662858","-179.9997468836558"
"0.01905460717963238","-1.262381926450367","0.01905460717963238","-179.999753322373"
"0.01949844599758035","-1.262381935508127","0.01949844599758035","-179.9997596294973"
"0.01995262314968869","-1.262381944972471","0.01995262314968869","-179.9997658083182"
"0.02041737944669519","-1.262381954860625","0.02041737944669519","-179.9997718620535"
"0.02089296130854029","-1.262381965190458","0.02089296130854029","-179.9997777938513"
"0.02137962089502221","-1.26238197598048","0.02137962089502221","-179.9997836067905"
"0.02187761623949541","-1.262381987249881","0.02187761623949541","-179.999789303883"
"0.02238721138568328","-1.262381999018527","0.02238721138568328","-179.9997948880749"
"0.02290867652767761","-1.262382011306971","0.02290867652767761","-179.9998003622472"
"0.0234422881531991","-1.262382024136482","0.0234422881531991","-179.9998057292179"
"0.02398832919019478","-1.262382037529043","0.02398832919019478","-179.9998109917425"
"0.02454708915685017","-1.262382051507358","0.02454708915685017","-179.9998161525157"
"0.02511886431509567","-1.262382066094865","0.02511886431509567","-179.999821214172"
"0.0257039578276885","-1.262382081315733","0.0257039578276885","-179.9998261792872"
"0.02630267991895368","-1.262382097194897","0.02630267991895368","-179.9998310503791"
"0.02691534803926901","-1.262382113758015","0.02691534803926901","-179.9998358299087"
"0.02754228703338151","-1.262382131031503","0.02754228703338151","-179.9998405202809"
"0.02818382931264438","-1.262382149042515","0.02818382931264438","-179.9998451238459"
"0.0288403150312659","-1.262382167818947","0.0288403150312659","-179.9998496428991"
"0.02951209226666369","-1.262382187389425","0.02951209226666369","-179.9998540796829"
"0.03019951720401999","-1.262382207783276","0.03019951720401999","-179.9998584363867"
"0.03090295432513573","-1.262382229030551","0.03090295432513573","-179.9998627151483"
"0.03162277660168361","-1.262382251161966","0.03162277660168361","-179.9998669180539"
"0.03235936569296264","-1.262382274208902","0.03235936569296264","-179.9998710471393"
"0.03311311214825892","-1.262382298203358","0.03311311214825892","-179.9998751043902"
"0.03388441561392006","-1.262382323177944","0.03388441561392006","-179.9998790917427"
"0.03467368504525296","-1.262382349165806","0.03467368504525296","-179.9998830110843"
"0.03548133892335734","-1.262382376200615","0.03548133892335734","-179.9998868642541"
"0.03630780547700992","-1.262382404316484","0.03630780547700992","-179.9998906530431"
"0.03715352290971704","-1.262382433547929","0.03715352290971704","-179.9998943791951"
"0.0380189396320559","-1.262382463929809","0.0380189396320559","-179.9998980444067"
"0.03890451449942783","-1.262382495497237","0.03890451449942783","-179.9999016503283"
"0.03981071705534948","-1.262382528285511","0.03981071705534948","-179.999905198564"
"0.04073802778041102","-1.262382562330011","0.04073802778041102","-179.9999086906721"
"0.04168693834703328","-1.262382597666136","0.04168693834703328","-179.9999121281659"
"0.042657951880159","-1.26238263432916","0.042657951880159","-179.9999155125136"
"0.04365158322401633","-1.262382672354149","0.04365158322401633","-179.9999188451391"
"0.04466835921509604","-1.26238271177581","0.04466835921509604","-179.9999221274219"
"0.04570881896148722","-1.262382752628404","0.04570881896148722","-179.9999253606985"
"0.04677351412871953","-1.262382794945547","0.04677351412871953","-179.9999285462616"
"0.04786300923226354","-1.262382838760118","0.04786300923226354","-179.9999316853618"
"0.04897788193684432","-1.262382884104067","0.04897788193684432","-179.9999347792073"
"0.05011872336272692","-1.262382931008257","0.05011872336272692","-179.999937828965"
"0.05128613839913617","-1.262382979502282","0.05128613839913617","-179.9999408357606"
"0.05248074602497694","-1.262383029614305","0.05248074602497694","-179.99994380068"
"0.05370317963702494","-1.262383081370849","0.05370317963702494","-179.9999467247694"
"0.05495408738576212","-1.262383134796603","0.05495408738576212","-179.9999496090365"
"0.05623413251903456","-1.262383189914222","0.05623413251903456","-179.9999524544513"
"0.05754399373371533","-1.262383246744121","0.05754399373371533","-179.9999552619472"
"0.05888436553555853","-1.262383305304251","0.05888436553555853","-179.9999580324218"
"0.0602559586074354","-1.262383365609911","0.0602559586074354","-179.9999607667388"
"0.06165950018614783","-1.262383427673491","0.06165950018614783","-179.9999634657283"
"0.06309573444801893","-1.262383491504304","0.06309573444801893","-179.9999661301894"
"0.06456542290346515","-1.262383557108333","0.06456542290346515","-179.9999687608908"
"0.06606934480075918","-1.262383624488032","0.06606934480075918","-179.9999713585729"
"0.06760829753919775","-1.262383693642144","0.06760829753919775","-179.9999739239497"
"0.06918309709189321","-1.26238376456545","0.06918309709189321","-179.9999764577106"
"0.07079457843841334","-1.262383837248656","0.07079457843841334","-179.9999789605222"
"0.07244359600749854","-1.262383911678149","0.07244359600749854","-179.9999814330313"
"0.07413102413009127","-1.262383987835869","0.07413102413009127","-179.9999838758663"
"0.07585775750291789","-1.262384065699179","0.07585775750291789","-179.9999862896403"
"0.07762471166286866","-1.2623841452407","0.07762471166286866","-179.9999886749533"
"0.07943282347242762","-1.262384226428242","0.07943282347242762","-179.9999910323951"
"0.08128305161640939","-1.262384309224687","0.08128305161640939","-179.9999933625481"
"0.08317637711026656","-1.262384393587981","0.08317637711026656","-179.9999956659897"
"0.08511380382023709","-1.26238447947107","0.08511380382023709","-179.9999979432961"
"0.08709635899560748","-1.262384566821899","0.08709635899560748","-180.0000001950442"
"0.08912509381337395","-1.262384655583483","0.08912509381337395","-180.0000024218155"
"0.09120108393559036","-1.262384745693922","0.09120108393559036","-180.0000046241989"
"0.09332543007969847","-1.26238483708653","0.09332543007969847","-180.0000068027935"
"0.09549925860214295","-1.262384929689943","0.09549925860214295","-180.0000089582118"
"0.0977237220955804","-1.262385023428315","0.0977237220955804","-180.0000110910828"
"0.09999999999999931","-1.262385118221482","0.09999999999999931","-180.0000132020546"
"0.1023292992280747","-1.262385213985207","0.1023292992280747","-180.0000152917978"
"0.1047128548050892","-1.262385310631446","0.1047128548050892","-180.0000173610073"
"0.1071519305237599","-1.262385408068639","0.1071519305237599","-180.0000194104059"
"0.1096478196143177","-1.262385506202023","0.1096478196143177","-180.0000214407459"
"0.1122018454301956","-1.262385604934007","0.1122018454301956","-180.0000234528118"
"0.1148153621496875","-1.262385704164514","0.1148153621496875","-180.0000254474224"
"0.1174897554939521","-1.262385803791415","0.1174897554939521","-180.0000274254322"
"0.1202264434617404","-1.262385903710892","0.1202264434617404","-180.0000293877334"
"0.1230268770812373","-1.262386003817914","0.1230268770812373","-180.0000313352572"
"0.1258925411794158","-1.262386104006655","0.1258925411794158","-180.000033268975"
"0.1288249551693125","-1.262386204170937","0.1288249551693125","-180.0000351898989"
"0.1318256738556398","-1.262386304204695","0.1318256738556398","-180.0000370990827"
"0.1348962882591644","-1.262386404002404","0.1348962882591644","-180.0000389976223"
"0.1380384264602875","-1.262386503459542","0.1380384264602875","-180.0000408866553"
"0.1412537544622744","-1.262386602473025","0.1412537544622744","-180.0000427673615"
"0.1445439770745917","-1.262386700941615","0.1445439770745917","-180.0000446409619"
"0.1479108388168197","-1.262386798766325","0.1479108388168197","-180.0000465087184"
"0.1513561248436197","-1.262386895850831","0.1513561248436197","-180.0000483719332"
"0.154881661891247","-1.262386992101807","0.154881661891247","-180.0000502319471"
"0.1584893192461102","-1.262387087429261","0.1584893192461102","-180.0000520901387"
"0.1621810097358918","-1.262387181746878","0.1621810097358918","-180.000053947923"
"0.1659586907437549","-1.262387274972277","0.1659586907437549","-180.0000558067498"
"0.1698243652461732","-1.262387367027235","0.1698243652461732","-180.000057668102"
"0.1737800828749363","-1.262387457837962","0.1737800828749363","-180.0000595334941"
"0.177827941003891","-1.262387547335233","0.177827941003891","-180.0000614044698"
"0.181970085860997","-1.262387635454556","0.181970085860997","-180.0000632826009"
"0.1862087136662854","-1.26238772213628","0.1862087136662854","-180.0000651694849"
"0.1905460717963233","-1.26238780732568","0.1905460717963233","-180.0000670667434"
"0.1949844599758031","-1.262387890973016","0.1949844599758031","-180.0000689760196"
"0.1995262314968865","-1.262387973033541","0.1995262314968865","-180.0000708989777"
"0.2041737944669514","-1.262388053467467","0.2041737944669514","-180.0000728372997"
"0.2089296130854024","-1.262388132239975","0.2089296130854024","-180.0000747926848"
"0.2137962089502216","-1.262388209321096","0.2137962089502216","-180.0000767668471"
"0.2187761623949536","-1.262388284685647","0.2187761623949536","-180.0000787615146"
"0.2238721138568323","-1.262388358313117","0.2238721138568323","-180.0000807784274"
"0.2290867652767756","-1.262388430187525","0.2290867652767756","-180.0000828193367"
"0.2344228815319904","-1.262388500297263","0.2344228815319904","-180.0000848860035"
"0.2398832919019472","-1.262388568634933","0.2398832919019472","-180.0000869801978"
"0.2454708915685012","-1.262388635197176","0.2454708915685012","-180.0000891036976"
"0.2511886431509561","-1.262388699984479","0.2511886431509561","-180.0000912582881"
"0.2570395782768844","-1.262388763000932","0.2570395782768844","-180.0000934457617"
"0.2630267991895361","-1.262388824254092","0.2630267991895361","-180.0000956679166"
"0.2691534803926895","-1.262388883754716","0.2691534803926895","-180.0000979265577"
"0.2754228703338145","-1.262388941516561","0.2754228703338145","-180.0001002234955"
"0.2818382931264432","-1.262388997556172","0.2818382931264432","-180.0001025605467"
"0.2884031503126583","-1.262389051892677","0.2884031503126583","-180.0001049395343"
"0.2951209226666363","-1.262389104547542","0.2951209226666363","-180.0001073622876"
"0.3019951720401993","-1.262389155544385","0.3019951720401993","-180.0001098306428"
"0.3090295432513566","-1.262389204908775","0.3090295432513566","-180.0001123464437"
"0.3162277660168354","-1.262389252668016","0.3162277660168354","-180.000114911542"
"0.3235936569296257","-1.262389298850951","0.3235936569296257","-180.0001175277983"
"0.3311311214825885","-1.262389343487793","0.3311311214825885","-180.0001201970828"
"0.3388441561391999","-1.262389386609924","0.3388441561391999","-180.0001229212764"
"0.3467368504525289","-1.26238942824974","0.3467368504525289","-180.0001257022715"
"0.3548133892335726","-1.262389468440492","0.3548133892335726","-180.0001285419733"
"0.3630780547700985","-1.262389507216108","0.3630780547700985","-180.0001314423008"
"0.3715352290971696","-1.262389544611079","0.3715352290971696","-180.000134405188"
"0.3801893963205581","-1.262389580660295","0.3801893963205581","-180.0001374325856"
"0.3890451449942774","-1.262389615398932","0.3890451449942774","-180.0001405264617"
"0.398107170553494","-1.262389648862358","0.398107170553494","-180.0001436888037"
"0.4073802778041094","-1.262389681085959","0.4073802778041094","-180.0001469216197"
"0.416869383470332","-1.262389712105098","0.416869383470332","-180.0001502269394"
"0.4265795188015891","-1.262389741955012","0.4265795188015891","-180.0001536068164"
"0.4365158322401623","-1.262389770670709","0.4365158322401623","-180.0001570633293"
"0.4466835921509594","-1.262389798286898","0.4466835921509594","-180.0001605985832"
"0.4570881896148712","-1.262389824837919","0.4570881896148712","-180.0001642147116"
"0.4677351412871942","-1.262389850357708","0.4677351412871942","-180.0001679138778"
"0.4786300923226343","-1.262389874879696","0.4786300923226343","-180.0001716982763"
"0.489778819368442","-1.262389898436804","0.489778819368442","-180.000175570135"
"0.5011872336272679","-1.262389921061359","0.5011872336272679","-180.0001795317165"
"0.5128613839913604","-1.26238994278509","0.5128613839913604","-180.0001835853198"
"0.524807460249768","-1.262389963639089","0.524807460249768","-180.0001877332819"
"0.537031796370248","-1.262389983653768","0.537031796370248","-180.0001919779801"
"0.5495408738576197","-1.262390002858858","0.5495408738576197","-180.0001963218326"
"0.5623413251903442","-1.262390021283387","0.5623413251903442","-180.0002007673014"
"0.5754399373371519","-1.262390038955626","0.5754399373371519","-180.0002053168934"
"0.5888436553555838","-1.262390055903164","0.5888436553555838","-180.000209973162"
"0.6025595860743524","-1.262390072152817","0.6025595860743524","-180.0002147387096"
"0.6165950018614768","-1.262390087730657","0.6165950018614768","-180.0002196161884"
"0.6309573444801877","-1.26239010266203","0.6309573444801877","-180.0002246083032"
"0.6456542290346499","-1.262390116971523","0.6456542290346499","-180.0002297178123"
"0.6606934480075902","-1.26239013068298","0.6606934480075902","-180.0002349475299"
"0.6760829753919758","-1.262390143819514","0.6760829753919758","-180.0002403003279"
"0.6918309709189304","-1.262390156403508","0.6918309709189304","-180.0002457791373"
"0.7079457843841317","-1.262390168456633","0.7079457843841317","-180.0002513869507"
"0.7244359600749837","-1.26239017999983","0.7244359600749837","-180.0002571268235"
"0.7413102413009109","-1.262390191053355","0.7413102413009109","-180.0002630018766"
"0.758577575029177","-1.262390201636776","0.758577575029177","-180.0002690152976"
"0.7762471166286847","-1.262390211768986","0.7762471166286847","-180.0002751703431"
"0.7943282347242743","-1.262390221468221","0.7943282347242743","-180.0002814703407"
"0.8128305161640919","-1.26239023075206","0.8128305161640919","-180.0002879186909"
"0.8317637711026634","-1.262390239637461","0.8317637711026634","-180.0002945188692"
"0.8511380382023687","-1.26239024814077","0.8511380382023687","-180.000301274428"
"0.8709635899560726","-1.262390256277718","0.8709635899560726","-180.000308188999"
"0.8912509381337372","-1.262390264063477","0.8912509381337372","-180.000315266295"
"0.9120108393559012","-1.262390271512633","0.9120108393559012","-180.0003225101121"
"0.9332543007969822","-1.262390278639219","0.9332543007969822","-180.0003299243321"
"0.9549925860214269","-1.262390285456757","0.9549925860214269","-180.0003375129244"
"0.9772372209558013","-1.262390291978211","0.9772372209558013","-180.0003452799488"
"0.9999999999999905","-1.262390298216085","0.9999999999999905","-180.000353229557"
"1.023292992280744","-1.262390304182362","1.023292992280744","-180.0003613659956"
"1.047128548050889","-1.262390309888578","1.047128548050889","-180.0003696936083"
"1.071519305237596","-1.262390315345805","1.071519305237596","-180.0003782168382"
"1.096478196143174","-1.262390320564672","1.096478196143174","-180.0003869402303"
"1.122018454301952","-1.262390325555391","1.122018454301952","-180.0003958684342"
"1.148153621496871","-1.262390330327747","1.148153621496871","-180.0004050062064"
"1.174897554939518","-1.262390334891153","1.174897554939518","-180.0004143584133"
"1.202264434617401","-1.262390339254625","1.202264434617401","-180.0004239300334"
"1.230268770812369","-1.262390343426828","1.230268770812369","-180.0004337261603"
"1.258925411794154","-1.262390347416046","1.258925411794154","-180.0004437520054"
"1.288249551693121","-1.26239035123024","1.288249551693121","-180.0004540129009"
"1.318256738556393","-1.262390354877047","1.318256738556393","-180.0004645143026"
"1.34896288259164","-1.262390358363787","1.34896288259164","-180.0004752617926"
"1.38038426460287","-1.262390361697461","1.38038426460287","-180.0004862610828"
"1.41253754462274","-1.2623903648848","1.41253754462274","-180.0004975180176"
"1.445439770745912","-1.26239036793224","1.445439770745912","-180.0005090385773"
"1.479108388168192","-1.262390370845944","1.479108388168192","-180.000520828881"
"1.513561248436192","-1.262390373631839","1.513561248436192","-180.0005328951904"
"1.548816618912465","-1.262390376295583","1.548816618912465","-180.0005452439127"
"1.584893192461097","-1.262390378842612","1.584893192461097","-180.0005578816043"
"1.621810097358913","-1.262390381278123","1.621810097358913","-180.0005708149742"
"1.659586907437543","-1.26239038360709","1.659586907437543","-180.0005840508875"
"1.698243652461726","-1.26239038583429","1.698243652461726","-180.0005975963695"
"1.737800828749357","-1.262390387964286","1.737800828749357","-180.0006114586089"
"1.778279410038903","-1.262390390001464","1.778279410038903","-180.000625644962"
"1.819700858609964","-1.262390391950008","1.819700858609964","-180.0006401629565"
"1.862087136662847","-1.262390393813942","1.862087136662847","-180.0006550202956"
"1.905460717963226","-1.262390395597097","1.905460717963226","-180.000670224862"
"1.949844599758024","-1.262390397303173","1.949844599758024","-180.0006857847223"
"1.995262314968858","-1.262390398935697","1.995262314968858","-180.0007017081309"
"2.041737944669507","-1.262390400498044","2.041737944669507","-180.0007180035351"
"2.089296130854017","-1.262390401993461","2.089296130854017","-180.0007346795785"
"2.137962089502209","-1.262390403425042","2.137962089502209","-180.000751745107"
"2.187761623949529","-1.262390404795769","2.187761623949529","-180.0007692091722"
"2.238721138568315","-1.26239040610849","2.238721138568315","-180.000787081037"
"2.290867652767748","-1.262390407365942","2.290867652767748","-180.0008053701804"
"2.344228815319896","-1.262390408570735","2.344228815319896","-180.0008240863023"
"2.398832919019464","-1.26239040972539","2.398832919019464","-180.0008432393288"
"2.454708915685003","-1.26239041083232","2.454708915685003","-180.0008628394176"
"2.511886431509552","-1.262390411893828","2.511886431509552","-180.0008828969632"
"2.570395782768835","-1.262390412912142","2.570395782768835","-180.0009034226025"
"2.630267991895352","-1.262390413889387","2.630267991895352","-180.0009244272204"
"2.691534803926885","-1.262390414827598","2.691534803926885","-180.0009459219558"
"2.754228703338135","-1.262390415728762","2.754228703338135","-180.0009679182072"
"2.818382931264422","-1.262390416594746","2.818382931264422","-180.0009904276388"
"2.884031503126573","-1.262390417427391","2.884031503126573","-180.001013462187"
"2.951209226666352","-1.262390418228423","2.951209226666352","-180.0010370340665"
"3.019951720401981","-1.262390418999536","3.019951720401981","-180.0010611557766"
"3.090295432513555","-1.262390419742341","3.090295432513555","-180.0010858401083"
"3.162277660168343","-1.262390420458405","3.162277660168343","-180.0011111001507"
"3.235936569296245","-1.26239042114923","3.235936569296245","-180.0011369492981"
"3.311311214825872","-1.26239042181628","3.311311214825872","-180.0011634012569"
"3.388441561391986","-1.262390422460946","3.388441561391986","-180.0011904700533"
"3.467368504525275","-1.262390423084584","3.467368504525275","-180.0012181700405"
"3.548133892335712","-1.26239042368852","3.548133892335712","-180.0012465159061"
"3.63078054770097","-1.262390424274022","3.63078054770097","-180.0012755226803"
"3.715352290971681","-1.262390424842316","3.715352290971681","-180.0013052057436"
"3.801893963205566","-1.262390425394617","3.801893963205566","-180.0013355808349"
"3.890451449942759","-1.262390425932081","3.890451449942759","-180.0013666640602"
"3.981071705534924","-1.262390426455835","3.981071705534924","-180.0013984719008"
"4.073802778041077","-1.262390426966997","4.073802778041077","-180.0014310212221"
"4.168693834703303","-1.262390427466639","4.168693834703303","-180.0014643292827"
"4.265795188015875","-1.262390427955817","4.265795188015875","-180.0014984137435"
"4.365158322401607","-1.262390428435579","4.365158322401607","-180.001533292677"
