phaseDegUnwrapped((v("/net8" ?result "ac") - v("/net7" ?result "ac"))) X,phaseDegUnwrapped((v("/net8" ?result "ac") - v("/net7" ?result "ac"))) Y
0.001,-0.08004776182449537
0.001023292992280754,-0.08191231120993334
0.0010471285480509,-0.08382029135112505
0.001071519305237606,-0.08577271386704789
0.001096478196143185,-0.08777061393886972
0.001122018454301963,-0.08981505086118496
0.001148153621496882,-0.09190710860020072
0.001174897554939529,-0.09404789636977355
0.001202264434617413,-0.09623854921942433
0.001230268770812381,-0.09848022863934434
0.001258925411794167,-0.1007741231685944
0.001288249551693133,-0.1031214490298376
0.001318256738556406,-0.1055234507758901
0.001348962882591653,-0.1079814019460864
0.001380384264602884,-0.1104966057430899
0.001412537544622754,-0.1130703957212337
0.001445439770745927,-0.1157041364977213
0.001479108388168207,-0.118399224470293
0.001513561248436207,-0.1211570885638095
0.00154881661891248,-0.123979190983879
0.001584893192461112,-0.1268670279911033
0.001621810097358929,-0.1298221306947256
0.001659586907437559,-0.1328460658700248
0.001698243652461743,-0.1359404367763982
0.001737800828749374,-0.139106884017146
0.001778279410038921,-0.1423470864149227
0.001819700858609981,-0.1456627618739648
0.001862087136662865,-0.1490556683267129
0.001905460717963245,-0.1525276046427723
0.001949844599758043,-0.156080411584205
0.001995262314968877,-0.1597159727886847
0.002041737944669526,-0.1634362157563142
0.002089296130854036,-0.1672431128917537
0.002137962089502229,-0.1711386825222649
0.002187761623949549,-0.175124989989126
0.002238721138568336,-0.1792041487279571
0.002290867652767769,-0.1833783214001935
0.002344228815319918,-0.1876497210302076
0.002398832919019486,-0.1920206121764171
0.002454708915685026,-0.196493312143778
0.002511886431509576,-0.2010701921955867
0.002570395782768859,-0.2057536788249622
0.002630267991895377,-0.2105462550246897
0.00269153480392691,-0.2154504616136765
0.002754228703338161,-0.2204688985770789
0.002818382931264448,-0.225604226459609
0.0028840315031266,-0.2308591677323676
0.00295120922666638,-0.2362365082948666
0.00301995172040201,-0.241739098898699
0.003090295432513584,-0.2473698566880498
0.003162277660168373,-0.2531317667287013
0.003235936569296276,-0.259027883595296
0.003311311214825904,-0.2650613329814245
0.003388441561392018,-0.2712353133751023
0.003467368504525309,-0.2775530977211876
0.003548133892335747,-0.2840180351822807
0.003630780547701005,-0.2906335528950962
0.003715352290971717,-0.297403157787219
0.003801893963205603,-0.3043304384380789
0.003890451449942797,-0.3114190669697131
0.003981071705534963,-0.3186728010000227
0.004073802778041117,-0.3260954856206107
0.004168693834703344,-0.3336910554472506
0.004265795188015916,-0.3414635366777383
0.004365158322401649,-0.3494170492434997
0.00446683592150962,-0.3575558089696602
0.004570881896148739,-0.3658841298258648
0.004677351412871971,-0.3744064261898634
0.004786300923226371,-0.3831272151763538
0.00489778819368445,-0.3920511190609001
0.00501187233627271,-0.4011828676653491
0.005128613839913635,-0.4105273009271125
0.005248074602497712,-0.4200893713856729
0.005370317963702512,-0.4298741468431313
0.00549540873857623,-0.4398868130448678
0.005623413251903474,-0.4501326763820692
0.005754399373371553,-0.4606171667271138
0.005888436553555873,-0.4713458402777432
0.00602559586074356,-0.4823243825262219
0.006165950018614803,-0.493558611201789
0.006309573444801914,-0.5050544793729115
0.006456542290346536,-0.5168180786221815
0.00660693448007594,-0.528855642173939
0.006760829753919797,-0.5411735482654778
0.006918309709189343,-0.5537783234603244
0.007079457843841356,-0.5666766460792482
0.007244359600749877,-0.5798753497481896
0.007413102413009151,-0.5933814269946854
0.007585775750291813,-0.6072020329297934
0.007762471166286891,-0.6213444889587176
0.007943282347242788,-0.6358162867158619
0.008128305161640965,-0.6506250919506361
0.008317637711026681,-0.6657787485475873
0.008511380382023735,-0.6812852827251109
0.008709635899560775,-0.6971529071399841
0.008912509381337422,-0.7133900252757536
0.009120108393559064,-0.7300052358382191
0.009332543007969875,-0.7470073372406512
0.009549925860214322,-0.7644053322393037
