I0.phi_h X,I0.phi_h Y
0.001399442875779132,0.0003550915277950865
0.001399442909425366,0.0003282007276365404
0.001399442949226857,0.0003023941764664649
0.001399442996074951,0.0002770910531629666
0.001399443052005513,0.0002518154359539972
0.001399443117258067,0.000228470831496408
0.001399443186501,0.0002102141008236095
0.001399443258274141,0.0001956369274029447
0.001399443342297456,0.0001811189506321946
0.001399443423830031,0.0001685085175564455
0.001399443517591472,0.0001551221068545392
0.001399443654897679,0.0001379416529110574
0.001399443751056249,0.0001278754255468569
0.001399443846420882,0.0001190890145800559
0.001399443962497603,0.0001094220363402959
0.001399444116632312,9.804040462862363e-05
0.001399444311805625,8.569126097407958e-05
0.001399444535380799,7.378090993350446e-05
0.00139944479086052,6.226803964292369e-05
0.001399445092481225,5.068785693355853e-05
0.001399445455555117,3.885865344406615e-05
0.001399445896786434,2.696173286741217e-05
0.001399446439460163,1.571382790122752e-05
0.001399447119651155,6.59790968695233e-06
0.001399447986286413,1.275943580915275e-06
0.001399449009010061,-1.703038592781576e-07
0.001399450112973781,-1.23068640923672e-07
0.001399451337225483,-3.168131220073462e-08
0.001399452689885135,5.578293921293631e-09
0.001399454027064601,1.821683731875955e-08
0.001399455498090891,2.473236918329691e-08
0.001399457247304513,2.656561152091326e-08
0.001399459070062448,2.623991219025161e-08
0.001399461119864035,2.623642511304813e-08
0.001399463592902297,2.574443333617983e-08
0.001399466684459653,2.465904939361405e-08
0.001399470435156167,2.358030681382973e-08
0.001399475043959901,2.250789882924033e-08
0.001399480696635476,2.151871768740055e-08
0.001399487630100086,2.06783860646533e-08
0.001399496100454398,1.999807281213708e-08
0.001399506410914416,1.94407376905312e-08
0.001399518914353253,1.896661315669495e-08
0.001399534028798396,1.855560908243116e-08
0.001399552264247338,1.82079165180173e-08
0.001399574301081782,1.793375735029452e-08
0.001399601212408671,1.774320885660143e-08
0.001399634363172229,1.763741839206855e-08
0.001399673564468124,1.759991660094161e-08
0.001399713677704408,1.76086827705868e-08
0.001399748764635745,1.766396188632098e-08
0.001399786985867025,1.774041185967919e-08
0.001399844422780832,1.782239434053902e-08
0.00139992,1.789764464863752e-08
0.001399929453707257,1.790351487414844e-08
0.001399939079580454,1.791303328958293e-08
0.00139995298552481,1.791857560059867e-08
0.001399980797413523,1.793491587067633e-08
0.001400036421190949,1.795770195908184e-08
0.001400147668745801,1.79859440997608e-08
0.001400370163855506,1.801132298427805e-08
0.001400815154074914,1.802432802357586e-08
0.001401407577037457,1.801870716418744e-08
0.001402,1.800445756699341e-08
0.00140203,1.800352452111175e-08
0.001402058898898623,1.800261955884359e-08
0.001402109779503535,1.800104474067426e-08
0.001402211540713357,1.79979280032599e-08
0.001402247749079006,1.799682996888764e-08
0.001402306493038863,1.799506136374748e-08
0.001402350800126358,1.799373855843757e-08
0.001402385514242106,1.799270886135192e-08
0.001402421288526673,1.79916537211512e-08
0.001402436138428944,1.799122020118607e-08
0.001402451667769456,1.799079113716421e-08
0.001402457168042821,1.799081422120421e-08
0.001402463318475961,1.799188224675148e-08
0.00140246453355326,1.79990358774748e-08
0.001402466720459382,1.801474538566764e-08
0.001402469216741208,1.810031784017614e-08
0.001402471277910503,1.858745236676959e-08
0.001402473038807493,2.004152738193476e-08
0.001402474691298343,2.165680992554184e-08
0.001402476287587238,2.215879916141548e-08
0.001402477565901445,2.706047118814208e-08
0.001402478652227778,4.56190745844426e-08
0.0014024791182053,9.27030671080837e-08
0.001402479593803306,1.749161916245848e-07
0.001402479824462071,3.502159055474751e-07
0.001402480057016783,5.075628197987444e-07
0.001402480264112079,2.182759194077463e-07
0.001402480474029216,-3.067922236944068e-06
0.001402480624279179,-1.352369964426577e-05
0.001402480779128927,-3.52177814092341e-05
0.001402480910433798,-6.077577284701173e-05
0.001402481038261314,-9.778810390700574e-05
0.001402481112630594,-0.0001380550870029517
0.001402481187095847,-0.0002142044166029705
0.001402481225073853,-0.000290646404228726
0.001402481262933708,-0.0004081293841489329
0.001402481295952681,-0.0005471135750283101
0.001402481325796681,-0.0006819706380065381
0.0014024813636064,-0.0008412831513383542
0.001402481427463904,-0.001086314067120723
0.001402481460025946,-0.001276475449030073
0.001402481495391732,-0.001601953941105283
0.001402481524349855,-0.001903700214336237
0.001402481537256536,-0.001921524580732446
0.001402481550168397,-0.001711736784345034
0.001402481562405602,-0.001316496307429825
0.001402481573925607,-0.0008576924224610436
0.001402481587219907,-0.000335496736774046
0.001402481605106573,0.000216792199278594
0.0014024816208295,0.0005270192369540111
0.00140248163464132,0.0006817671821362233
0.001402481649540304,0.0007575066164713521
0.001402481665953413,0.0007702430913769175
0.00140248168491722,0.0007330104424343944
0.001402481708064321,0.0006528666460094463
0.001402481738635007,0.0005343310495433192
0.001402481771919847,0.0004205436175452555
0.001402481808176754,0.0003279578803678334
0.001402481847169352,0.000260044378291918
0.001402481887113395,0.0002127227331570092
0.00140248193143125,0.0001733185673106098
0.00140248198337862,0.0001383689108744115
0.001402482047010801,0.0001032267898318084
0.001402482116526254,7.36189485547942e-05
0.001402482202796175,4.980323038648188e-05
0.001402482295480374,3.885751806079713e-05
0.001402482382425196,4.380009548525458e-05
0.001402482447816445,6.77530492748187e-05
0.001402482494078145,0.0001099512733594826
0.001402482528139803,0.0001500536441887647
0.001402482558485512,0.0001751302356545261
0.00140248259419572,0.0001851402743317883
0.001402482633387027,0.0001964834834099639
0.001402482646686039,0.0002413005542209232
0.001402482667683521,0.000497764425921762
0.001402482682728309,0.0008537161225266149
0.001402482694723776,0.001156744567037632
0.001402482709779033,0.001420449363489559
0.001402482725481744,0.001513048040920567
0.001402482737234404,0.001463553901111404
0.001402482748184684,0.001311727582411462
0.001402482758505367,0.001009025958270714
0.001402482767076763,0.0006098731773823273
0.001402482774749545,0.000197738036178148
0.001402482783765631,-0.0002174166552103763
0.001402482795828427,-0.0005076543003930936
0.001402482804419281,-0.0005491032816566765
0.001402482812685424,-0.00052106088363183
0.001402482821822917,-0.0004684326818526551
0.001402482832157355,-0.0004045673897469165
0.001402482843860078,-0.00032339760142977
0.001402482856982855,-0.0002250918073373421
0.001402482873313859,-0.000120905714955858
0.001402482893527514,-4.248955967743929e-05
0.00140248291236188,-9.650273862116201e-06
0.00140248293031761,3.90601403816799e-06
0.001402482950085836,1.225422131187786e-05
0.00140248297371499,1.858857223102454e-05
0.001402483003594667,2.543664453448926e-05
0.001402483040925139,2.848165681266131e-05
0.001402483085752368,2.965897905332315e-05
0.001402483138818584,2.941475777334285e-05
0.001402483202142396,2.785006425961665e-05
0.001402483272128704,2.52685219804769e-05
0.001402483355384745,2.186077032575073e-05
0.001402483438974792,1.827780290009302e-05
0.001402483545377726,1.380365030603631e-05
0.001402483658299731,9.45228816446577e-06
0.001402483750377255,6.263204926045025e-06
0.001402483848499371,3.309941210428304e-06
0.001402483969153966,2.167097643714376e-07
0.001402484127548096,-3.055658637075408e-06
0.001402484321383284,-5.965373814819077e-06
0.00140248453956891,-8.095052151083654e-06
0.001402484774730142,-9.349355225733273e-06
0.001402485030738878,-9.847406591474411e-06
0.001402485314353097,-9.711649897786509e-06
0.001402485635355666,-9.052084295171763e-06
0.001402486007245882,-7.978087009006588e-06
0.001402486448742276,-6.614956745063858e-06
0.001402486988020916,-5.099092616876988e-06
0.001402487671185286,-3.56704864680007e-06
0.001402488555685627,-2.184624519750234e-06
0.001402489514488869,-1.269183274372473e-06
0.001402490563694593,-6.946185434007004e-07
0.001402491749778346,-3.477249898475168e-07
0.001402493062826795,-1.604367647523584e-07
0.00140249444369308,-7.172681796917752e-08
0.00140249600525606,-2.93057676475922e-08
0.001402497749749787,-1.002269425684583e-08
0.001402499615637375,-7.552600577472315e-10
0.001402501767757796,5.611330512716091e-09
0.001402504429426669,1.114987299774682e-08
0.001402507662321601,1.573063360426949e-08
0.001402511650826592,1.896854899605375e-08
0.001402516538542081,2.071554642565875e-08
0.00140252253470071,2.131533821676434e-08
0.001402529874482475,2.129337200018934e-08
0.001402538835379161,2.1068978604672e-08
0.00140254973241193,2.084143051559436e-08
0.001402562934559175,2.064441287699648e-08
0.001402578880774906,2.044942049460976e-08
0.001402598118594761,2.02317532417256e-08
0.001402621407248796,1.998592629577373e-08
0.001402650016192665,1.971688983592994e-08
0.00140268506407983,1.944052802048077e-08
0.001402725273549447,1.91904680875337e-08
0.001402763913357162,1.900803487771166e-08
0.001402798762629115,1.888331199746089e-08
0.001402840444465812,1.877186408201585e-08
0.001402907592027242,1.865066257125413e-08
0.00140296,1.859100443501711e-08
0.001402967872367796,1.858467165858653e-08
0.0014029765978702,1.857790333239646e-08
0.001402987911458043,1.856961302153339e-08
0.001403010538633729,1.855459337997868e-08
0.001403055792985102,1.852957052287937e-08
0.001403146301687848,1.849278716143514e-08
0.001403327319093341,1.844617733469385e-08
0.001403689353904325,1.83954944791478e-08
0.001404413423526293,1.835660412933203e-08
0.001405855959992103,1.836035628291662e-08
0.001407901281835895,1.839877638282133e-08
0.001410970983979466,1.843226703755381e-08
0.001416739162115855,1.844429380329792e-08
0.001425940321310605,1.844021441041417e-08
0.00143909235421476,1.843677151282167e-08
0.001465179102726728,1.843618695110004e-08
0.00149896,1.843641059519594e-08
0.001499110680589327,1.84364129634389e-08
0.001499225242086209,1.843641453994804e-08
0.00149928252283465,1.843641564490823e-08
0.001499325255341287,1.843641642748258e-08
0.001499361233557165,1.843641709474052e-08
0.001499383303393811,1.843641755136799e-08
0.001499405297235823,1.843641799007504e-08
0.001499412867814808,1.843641821499703e-08
0.001499421135919911,1.843641910129843e-08
0.001499422749690176,1.843643390620671e-08
0.001499425534891665,1.843644428357417e-08
0.001499428550971086,1.843660002545843e-08
0.001499430686224773,1.843811436123365e-08
0.00149943253504131,1.84433816826841e-08
0.001499434199470893,1.844726394562824e-08
0.001499435885680877,1.843708329105742e-08
0.001499437286156378,1.845925958857431e-08
0.001499438416672874,1.857864785121983e-08
0.001499438954437497,1.908874592134683e-08
0.001499439494395402,1.96525218557548e-08
0.001499439744055956,2.425069683081221e-08
0.001499439998770557,2.445581375089169e-08
0.001499440217822694,1.288410754047046e-08
0.00149944041724434,-8.416932933840394e-08
0.001499440579111404,-4.739001529535106e-07
0.001499440756696992,-1.344206816628409e-06
0.001499440894986433,-2.39530752692674e-06
0.00149944102160637,-4.526812551978358e-06
0.001499441136676908,-1.022730276695821e-05
0.001499441187178874,-2.097370136251736e-05
0.001499441238730866,-4.727206251128461e-05
0.001499441280950683,-0.0001053580910239778
0.001499441312196351,-0.0002077661865215372
0.001499441340817203,-0.0002923175873180408
0.001499441369268473,-0.0003143145030342259
0.001499441398669521,-0.0003204131991685174
0.001499441426538514,-0.0003273942393722633
0.00149944147199056,-0.0003442713789185407
0.001499441499749755,-0.0003489597545748165
0.001499441522151429,-0.0003322085475601507
0.001499441537048318,-0.0002810617604292054
0.001499441553543664,-0.0001457597696573897
0.001499441566458899,6.581176506732193e-07
0.001499441579291235,0.000130312891945818
0.001499441598630605,0.00025633632473465
0.001499441617135011,0.0002963684761745996
0.001499441632508249,0.0002893426117001235
0.001499441648430341,0.0002674588976145685
0.001499441666303294,0.0002425340206239643
0.00149944168800598,0.0002194276871455254
0.001499441715605075,0.0001993339110438787
0.001499441750776012,0.0001810085085905287
0.001499441793944549,0.0001623488518531871
0.001499441845464305,0.0001398821308983529
0.001499441905758644,0.0001149371030450784
0.001499441976881154,8.93892027679377e-05
0.00149944206416862,6.678238616614419e-05
0.001499442134363004,5.691219380568035e-05
0.001499442228650492,5.587976228480084e-05
0.001499442319957627,7.524033331941512e-05
0.001499442401409845,0.0001324979254532255
0.001499442462716466,0.0002499109141499711
0.001499442505920943,0.0004273025917227654
0.001499442538043,0.0006103303412155438
0.00149944256748565,0.0007787474639276439
0.001499442600500549,0.0009227611286736229
0.001499442638596777,0.001055439584863944
0.001499442671205841,0.001163928186997687
0.001499442703612602,0.001246569212009164
0.001499442741930206,0.00129301537311677
0.001499442758847426,0.00125499023028791
0.001499442778066623,0.001091171472756299
0.001499442792838346,0.0008803521608585189
0.001499442806195904,0.0006768821295643862
0.001499442825715052,0.0004421178265191534
0.001499442844386534,0.0003019040381872699
0.001499442860338137,0.0002315508958662182
0.001499442877429536,0.0001837518015294215
0.001499442897143532,0.0001464516091599917
0.001499442921037877,0.0001141814947248468
0.001499442951011009,8.42626222906135e-05
0.001499442988512476,5.642630598215309e-05
0.001499443034160793,3.17125870708111e-05
0.001499443087836735,1.225331523762653e-05
0.001499443147750162,8.449151021247037e-07
0.001499443211768259,-3.091086385822763e-06
0.001499443282945667,-3.256822509686663e-06
0.001499443369562325,-2.398559796180032e-06
0.001499443454328838,-2.259046335470011e-06
0.001499443573225489,-3.220172251279949e-06
0.001499443679984565,-4.02735964966266e-06
0.001499443771249299,-4.255485097379174e-06
0.001499443872763872,-4.221361614692524e-06
0.001499444000798239,-4.193510993007849e-06
0.001499444167287787,-4.199216098414076e-06
0.00149944436811261,-4.187403489005957e-06
0.001499444597461628,-4.139978729201709e-06
0.00149944486368865,-4.059689333550535e-06
0.00149944518045841,-3.953962598925598e-06
0.001499445562378358,-3.814072682535594e-06
0.001499446027194748,-3.624950651765616e-06
0.001499446601335027,-3.360432385533582e-06
0.00149944732500478,-2.978049379815385e-06
0.001499448250884282,-2.431136753214978e-06
0.001499449312478075,-1.801628919887028e-06
0.001499450593539117,-1.163845821456487e-06
0.001499452113707258,-6.47922699008821e-07
0.001499453222089474,-4.294634253601108e-07
0.001499454257134317,-2.907005326704606e-07
0.00149945539875936,-1.867708198834446e-07
0.001499456685881464,-1.13305678236398e-07
0.001499458184054633,-6.25293895744364e-08
0.001499459981577453,-2.866036530695333e-08
0.001499462192358794,-7.410998708296079e-09
0.001499464989830796,4.721790555494563e-09
0.001499468389815229,1.020244032380822e-08
0.001499472522418601,1.189413446925246e-08
0.001499477589405579,1.190303257005165e-08
0.00149948382181646,1.154320601105241e-08
0.001499491456833723,1.145519054747741e-08
0.001499500765681421,1.17681354740566e-08
0.001499512072843598,1.23600242145602e-08
0.001499525763339861,1.30782631631829e-08
0.001499542294536758,1.382654798243181e-08
0.001499562241905523,1.455724964426833e-08
0.001499586428888244,1.524528551566531e-08
0.001499616288780517,1.587616637219575e-08
0.00149965261617995,1.641558012992584e-08
0.001499693132730812,1.681628047167971e-08
0.001499730416861265,1.705769391008416e-08
0.001499765532615064,1.721066796618255e-08
0.001499810383666132,1.734075937741155e-08
0.001499865191833066,1.743915414808015e-08
0.00149992,1.749723453960486e-08
0.001499928050620121,1.750247635250527e-08
0.001499936611040418,1.750782255885027e-08
0.001499948139206679,1.7514542506769e-08
0.001499971195539201,1.752640236680799e-08
0.001500017308204246,1.75449844569746e-08
0.001500109533534336,1.756819421153282e-08
0.001500293984194516,1.758514483711303e-08
0.001500662885514875,1.757376401703292e-08
0.001501400688155593,1.750253561491828e-08
0.001502,1.743155865186434e-08
0.00150203,1.742769995975532e-08
0.001502060059091658,1.74241146076538e-08
0.001502111676723123,1.74173987843713e-08
0.001502214911986052,1.740613006326663e-08
0.001502251102416433,1.741827984665236e-08
0.001502307598230997,1.746414732175425e-08
0.001502351043238076,1.751938704268652e-08
0.001502386024594447,1.75593891494934e-08
0.001502421890737375,1.770883623413016e-08
0.001502436570202372,1.818590298510013e-08
0.001502451932746562,1.869845571763236e-08
0.001502457345086577,2.067468509024074e-08
0.001502463408307361,2.020813122478052e-08
0.00150246460811306,2.962358710079087e-08
0.001502466772117821,1.143038426407743e-08
0.001502469249117435,-3.411455381295097e-08
0.001502471311768022,-3.22850484905043e-07
0.001502473069672337,-1.965261795189979e-06
0.001502474722687709,-9.990678298206273e-06
0.001502476314533231,-3.485640354841644e-05
0.001502477586401615,-7.005798049370615e-05
0.001502478666623852,-0.0001102747560906534
0.001502479128659383,-0.000138096704174959
0.001502479600502604,-0.0001741603789300384
0.001502479830030993,-0.0001995295785688529
0.001502480061191142,-0.0002307461593585871
0.001502480267638553,-0.0002667924294100342
0.001502480478723555,-0.0003170023267601385
0.001502480626574309,-0.000368098936904096
0.001502480777639682,-0.0004379529162115124
0.001502480907219159,-0.0005163163121170016
0.001502481034186223,-0.0006175723726181695
0.001502481104501544,-0.000694309134062172
0.001502481175182267,-0.0007959960358481695
0.001502481209061484,-0.0008666256388398802
0.001502481243025273,-0.0009590368946410751
0.001502481272660116,-0.001062372062762785
0.001502481297942396,-0.001157142560988619
0.001502481329006999,-0.001265944307296001
0.00150248136453497,-0.001380014448122192
0.001502481401117335,-0.001443447412773113
0.00150248142999706,-0.001256245400589887
0.001502481451462964,-0.0009999943556141383
0.001502481474094927,-0.000736355771928236
0.001502481486874894,-0.0006491380494129937
0.001502481498963789,-0.0007033561182797308
0.001502481510980427,-0.0008803233228431486
0.00150248152199554,-0.001058593759056479
0.001502481537930445,-0.001217014225567059
0.001502481556856761,-0.001261507988354211
0.001502481572030803,-0.001223746352651463
0.001502481586511066,-0.001151522959897626
0.001502481602389175,-0.001044141126248755
0.001502481621117322,-0.0008853801024494522
0.001502481644959931,-0.0006344760934501081
0.001502481675326622,-0.0002235308532025807
0.001502481713095373,0.0004492393541740446
0.001502481756521668,0.001535501958604716
0.001502481809425148,0.003472689702327349
0.001502481873734255,0.0070251762420472
0.001502481947305843,0.01320462905469257
0.00150248202926301,0.02353245380313684
0.001502482099392437,0.03606361120547973
0.001502482172040332,0.05381425515219962
0.00150248227982751,0.09378925548577863
0.00150248234328335,0.1299308373849179
0.001502482405834032,0.1835490700113232
0.001502482440201557,0.2265051285348338
0.001502482474387787,0.2868164715591691
0.001502482503052557,0.357073034645656
0.001502482528298728,0.4361954435002892
0.001502482559167923,0.5545647935467518
0.001502482594065419,0.714176505960975
0.001502482609504058,0.7922000469766096
0.001502482621002636,0.8518409829299974
0.001502482630398586,0.9013049317672427
0.001502482640453121,0.955194899606699
0.001502482649121903,1.002433621288911
0.001502482658023209,1.051542314147482
0.001502482667611242,1.104952259364437
0.001502482677933671,1.162841920298466
0.001502482686361766,1.209971936382817
0.0015024826928036,1.244207996048487
0.00150248269890359,1.27545445018255
0.001502482703817564,1.301696865599598
0.001502482708128463,1.325914926734432
0.001502482712057574,1.348905033415086
0.001502482716269383,1.374268178442257
0.001502482721794734,1.407970714885199
0.001502482728339281,1.447137483542368
0.001502482734336724,1.48096258403597
0.001502482739763717,1.508928747676411
0.001502482745270502,1.53420763877619
0.001502482751346289,1.558402897133428
0.001502482758614986,1.582756685852307
0.001502482767885206,1.607972469400332
0.00150248277983903,1.633490544061867
0.001502482792209351,1.654222911292441
0.00150248280566291,1.672462375497937
0.001502482821250753,1.689868888212352
0.00150248284003368,1.707184068942127
0.001502482863294138,1.724662540824538
0.001502482888315538,1.739818902617984
0.001502482915225956,1.752914529599142
0.001502482945411608,1.764519692155711
0.001502482980226972,1.774673850714634
0.001502483021084776,1.783048127292531
0.001502483067586443,1.788989540419189
0.00150248311750732,1.792445875723254
0.00150248317437086,1.794342130437057
0.001502483242292287,1.795435649935592
0.001502483324293929,1.796358241099801
0.00150248340583654,1.797275741453436
0.001502483493763381,1.798122505406946
0.001502483562252291,1.798560888694248
0.001502483652707417,1.798914219738605
0.001502483745812592,1.799132144070405
0.001502483851123094,1.799295733200419
0.001502483978914196,1.799437639885337
0.001502484136123367,1.799560426761239
0.001502484323097943,1.799658392871273
0.00150248452213477,1.799727039857015
0.001502484720061441,1.799773913065482
0.001502484902351635,1.799805671336844
0.001502485064994461,1.799828036958749
0.001502485217285451,1.799845439442886
0.001502485376022851,1.799860802914778
0.001502485568763187,1.799876468740235
0.001502485900691385,1.799898096628729
0.001502486207937924,1.799913049326567
0.001502486463594044,1.79992296958689
0.001502486740785061,1.799932407931817
0.001502487055214086,1.799941778594571
0.001502487409549174,1.799950843532863
0.001502487818044663,1.799959661682656
0.001502488297490467,1.799968116864221
0.001502488868607615,1.799975883468769
0.001502489542027419,1.799982339211225
0.001502490421848545,1.799987592786524
0.001502491424971492,1.79999059766967
0.00150249262563972,1.799992283539769
0.001502494004932541,1.799993265910197
0.001502495526739663,1.799993984452353
0.001502497290993548,1.799994648942424
0.001502499108329325,1.799995210565238
0.001502501153207123,1.799995738770106
0.001502503581270804,1.799996258291277
0.001502506503905015,1.799996764851614
0.001502510227736047,1.799997271987293
0.001502514843127042,1.799997749874604
0.001502520467139015,1.79999817983861
0.001502527282722042,1.799998555192877
0.001502535077732456,1.799998860191516
0.001502544044193679,1.799999108646343
0.001502554281163868,1.799999309194518
0.001502566228671105,1.799999474210894
0.001502580409254221,1.79999961108545
0.001502597127718674,1.799999722646225
0.001502616900427337,1.799999812928303
0.001502640344960402,1.799999885333473
0.001502668223091984,1.799999942768016
0.001502701489348864,1.799999987966295
0.001502741409389227,1.800000023120371
0.001502777618593233,1.800000044214367
0.001502813778095619,1.80000005903128
0.0015028630448634,1.800000073313892
0.0015029115224317,1.800000083151089
0.00150296,1.800000090308046
0.001502967555013588,1.800000091186046
0.001502975611240932,1.800000092100015
0.001502986317543537,1.800000093274954
0.001503007730148745,1.800000095427748
0.001503050555359163,1.800000099141146
0.001503136205779999,1.800000104717711
0.001503292554685995,1.800000110106893
0.001503478504491349,1.800000108823436
0.001503629007197116,1.80000010078663
0.001503739209571483,1.800000090886806
0.001503870350646504,1.800000075770859
0.00150401816473535,1.80000005710607
0.001504220166823547,1.800000034153722
0.001504419939383468,1.800000017355441
0.001504573364019003,1.800000008045416
0.001504725322180614,1.800000000940175
0.00150489050850462,1.799999994775063
0.001505086984850444,1.799999989083524
0.001505340079129924,1.799999983906574
0.001505673196044826,1.799999979875332
0.001506074815140241,1.799999977726491
0.001506533889288827,1.799999977224679
0.001507078808970668,1.799999977779562
0.001507755634150667,1.799999978949815
0.001508652510638127,1.799999980421948
0.001509973222454663,1.799999981954367
0.001512166553154797,1.799999983184489
0.001514318411601799,1.799999983465584
0.001516751359644176,1.799999983320978
0.001519690518800782,1.799999982994657
0.001523189448964064,1.799999982665137
0.001527498200706881,1.799999982415897
0.001532406066783584,1.799999982277864
0.001537975799946013,1.799999982216185
0.001544674656679007,1.799999982194411
0.001553204721869541,1.799999982191123
0.001564882775316784,1.799999982194288
0.001582522205790835,1.799999982197724
0.00159896,1.799999982198801
0.001599085609068395,1.799999982198804
0.001599187081438077,1.79999998219613
0.00159921844468154,1.79999998215402
0.001599271635058723,1.79999998208511
0.001599313456103589,1.799999982041599
0.001599349238904554,1.799999982019437
0.001599384975517768,1.799999981900726
0.001599398759397154,1.799999981594506
0.001599413258295786,1.799999983010294
0.001599418242137787,1.799999986647944
0.001599423870177204,1.800000024151898
0.001599426169751262,1.800000139911178
0.001599428529699376,1.800000732734258
0.001599430688468857,1.800003585165422
0.001599432553727411,1.800014039089406
0.001599434210416882,1.800038721173706
0.001599435892160837,1.800084639334261
0.001599437290409222,1.800155307522982
0.001599438420645606,1.800277978932974
0.001599438957098003,1.800419601351621
0.001599439495853961,1.800693997006929
0.001599439745175272,1.800984179437855
0.001599439999498217,1.801452937396496
0.001599440218316108,1.801853606765135
0.001599440417801602,1.800994190675981
0.001599440577532336,1.795942449170859
0.001599440750839896,1.778110878112942
0.001599440886510399,1.749658274487878
0.001599441011257762,1.70649789801513
0.001599441124569076,1.641238241018305
0.001599441170660453,1.600734817650781
0.001599441218481015,1.539491211350611
0.001599441256534565,1.464491052605726
0.001599441283378273,1.391725450155027
0.001599441309209786,1.305522913886457
0.001599441357469251,1.104838505162226
0.001599441388065744,0.9520841295587212
0.001599441416483563,0.7896322606475864
0.00159944144958076,0.5812155731614406
0.001599441477499677,0.3998590057008639
0.001599441497688885,0.2799221122624934
0.001599441511887656,0.2128610633317185
0.001599441522911604,0.1735553773180593
0.001599441536212381,0.1391341215217616
0.001599441552831163,0.1096141595314867
0.00159944156576592,0.09325152703322744
0.001599441579103307,0.07996028879364689
0.001599441594737956,0.06735771118995794
0.001599441614495476,0.05466877147261865
0.001599441640399218,0.04194611459962633
0.001599441672388398,0.03049226623601976
0.001599441709907711,0.02109843372200657
0.00159944175393923,0.01378857254563364
0.00159944180683842,0.008495523352737244
0.0015994418704689,0.005155604785947563
0.00159944194416913,0.003289809139670399
0.001599442028663166,0.002218843129679798
0.001599442099544274,0.001670059761729176
0.001599442171437014,0.00126345340513746
0.001599442279894518,0.0008743445868894664
0.001599442344122141,0.0007630006884761446
0.001599442407518917,0.0007048652784104645
0.00159944244156043,0.0006950989417943708
0.001599442475537905,0.0007052346545521091
0.00159944250402061,0.0007392880340849489
0.001599442529607401,0.0007864371896203866
0.001599442562497207,0.0008548895147446454
0.001599442602070186,0.0009459118835726928
0.001599442640551392,0.001024396981034302
0.00159944267876947,0.001015159086653831
0.001599442698722638,0.001000930601439221
0.00159944271968122,0.0009575763568026326
0.001599442736406332,0.0008516772142761347
0.001599442748294028,0.0007409795435826495
0.001599442760433656,0.0006317864729700963
0.001599442773697424,0.0005437435491370768
0.001599442787238919,0.0004871407961504381
0.001599442800569187,0.0004522947234739793
0.001599442815641111,0.0004248342700596201
0.001599442833935447,0.0003990749020906119
0.001599442857025207,0.0003727836213720933
0.001599442886124529,0.0003460115578423678
0.001599442921428973,0.0003197965814637843
0.001599442963296903,0.0002942763016059746
0.001599443012991857,0.0002688718423522727
0.001599443072317397,0.0002437856121248827
0.001599443139675597,0.0002218681719436608
0.001599443209343768,0.0002051977183273398
0.001599443283579822,0.0001910191890961511
0.001599443367962281,0.0001770118036166202
0.001599443450199016,0.0001645896994346817
0.001599443561690033,0.0001492229536152881
0.001599443670715825,0.000136237976060583
0.001599443762688203,0.0001268075115699813
0.00159944386287297,0.0001176531841972408
0.001599443988076069,0.0001073797284341812
0.001599444150380115,9.571489026393253e-05
0.001599444348198655,8.358874562941508e-05
0.001599444574817193,7.186106214469132e-05
0.001599444837271575,6.0338730181615e-05
0.001599445148900433,4.868688759378062e-05
0.001599445524203336,3.681397655859912e-05
0.001599445980502635,2.496456092497135e-05
0.001599446543223135,1.395900354711646e-05
0.001599447251180982,5.388617947484509e-06
0.001599448156451104,7.653753273378241e-07
0.001599449204674026,-2.27388191993732e-07
0.0015994503392521,-1.127741827896809e-07
0.001599451601441601,-2.843857843138538e-08
0.001599452934066616,7.893094919484772e-09
0.001599454281569939,1.91356695834548e-08
0.001599455797683065,2.471100535084781e-08
0.001599457537975068,2.602783178915275e-08
0.001599459386925745,2.590452465671144e-08
0.00159946149533222,2.599514514536152e-08
0.001599464090153609,2.524426894435366e-08
0.001599467243149035,2.430992743079421e-08
0.001599471138745352,2.326514836692139e-08
0.001599475912347259,2.223599331121775e-08
0.001599481766843621,2.131610575212304e-08
0.001599488934422448,2.056117795930894e-08
0.001599497689505671,1.99632063686564e-08
0.001599508341607428,1.948054421447871e-08
0.001599521252271373,1.907187431138947e-08
0.001599536850757464,1.871641876943818e-08
0.001599555668679436,1.841222011963576e-08
0.001599578430699454,1.816640490504743e-08
0.001599606319120217,1.798572572789848e-08
0.001599640579296008,1.786895722708862e-08
0.001599680445702966,1.780146489439507e-08
0.001599719999520562,1.777899132685614e-08
0.001599754896244148,1.780920499681041e-08
0.001599794988634342,1.785542835122984e-08
0.001599857976610513,1.790428298744317e-08
0.00159992,1.793939797763853e-08
0.00159992856415352,1.794219768412443e-08
0.001599937680152006,1.794949836142552e-08
0.001599950111220258,1.795053993784817e-08
0.001599974973356761,1.796040410244262e-08
0.001600024697629766,1.797301488444513e-08
0.001600124146175777,1.798865482465689e-08
0.001600323043267799,1.800148844848425e-08
0.001600720837451843,1.800456138313313e-08
0.001601360418725922,1.799444123169241e-08
0.001602,1.797950247555498e-08
0.00160203,1.797870111909561e-08
0.001602059628210077,1.797789974733856e-08
0.001602113235257814,1.797647951190334e-08
0.001602220449353287,1.797368679018985e-08
0.001602256475402744,1.797276249151715e-08
0.001602309709818187,1.797140915297509e-08
