I0.phi_s X,I0.phi_s Y
0.002734293616587181,1.843525989605026e-08
0.002740594239015354,1.843536150711971e-08
0.002748675170537851,1.843545998090974e-08
0.002759654117265031,1.843565604014491e-08
0.002775818026326854,1.84356528253819e-08
0.002798960000000001,1.843563795098137e-08
0.00279910872784075,1.843563733567202e-08
0.00279922229741248,1.843563771413001e-08
0.002799279082198344,1.843563759296979e-08
0.002799322386784218,1.843563762278508e-08
0.002799358403734538,1.843563766526674e-08
0.002799381595345049,1.843563775162609e-08
0.002799404525539126,1.843563778085332e-08
0.002799412343792698,1.843563812812616e-08
0.002799420869495996,1.843564162387677e-08
0.002799422533463494,1.843569052980241e-08
0.002799425395378779,1.843575377065777e-08
0.002799427546867422,1.843625388468467e-08
0.002799429599862643,1.843888614351115e-08
0.002799431638358472,1.844964595216329e-08
0.002799433379293365,1.847749458559201e-08
0.002799435053630908,1.847763879969794e-08
0.002799436604458133,1.846680024006084e-08
0.002799437820054543,1.867477708850858e-08
0.002799438834034006,1.930147244151804e-08
0.002799439250821721,2.248877946233563e-08
0.002799439679575562,2.545202771640522e-08
0.002799439897091801,4.130728023349536e-08
0.002799440112874431,3.068894051791731e-08
0.002799440313473506,-5.862969733431338e-08
0.002799440545073229,-6.843536524549831e-07
0.002799440681736715,-2.501602144337316e-06
0.0027994408157322,-4.519312995952434e-06
0.002799440944063282,-7.560495207938816e-06
0.002799441069804118,-1.755408366210639e-05
0.002799441130353304,-3.63730212200372e-05
0.0027994411922389,-8.881839679116407e-05
0.002799441223016115,-0.0001507733159906829
0.002799441253787716,-0.0002474838887754401
0.002799441280442303,-0.0003579417200305858
0.002799441304796061,-0.0004292147962640861
0.002799441337425473,-0.0004772806212399594
0.002799441368605792,-0.0005075523677078703
0.002799441401088544,-0.0005300139837074934
0.002799441448926158,-0.0005434648760346586
0.002799441467584527,-0.0005265247803722334
0.002799441484179886,-0.0004662905082108746
0.002799441495276559,-0.0003630708205334855
0.002799441506520217,-0.0001859213509105884
0.002799441516904154,1.270457120180609e-05
0.002799441530019944,0.0002343286717853404
0.002799441546607651,0.0004180595455599725
0.00279944155939571,0.0004833422990245252
0.002799441572306514,0.0005021729767007249
0.002799441587194424,0.0004941394042025906
0.002799441605680671,0.0004671091002233053
0.002799441629783952,0.0004234545020533513
0.002799441659876081,0.0003678950470550394
0.002799441695435609,0.0003073490894236598
0.002799441737056766,0.0002476201583348821
0.002799441786860674,0.0001922072267476728
0.002799441847067502,0.0001438298712105274
0.002799441917781662,0.0001065767594272666
0.00279944199800153,7.96447877081481e-05
0.002799442077476245,6.740474027435635e-05
0.002799442145589053,6.721560517629131e-05
0.002799442254431946,8.619449828222467e-05
0.00279944235330269,0.0001493445841570161
0.002799442401257917,0.0002249870555675626
0.00279944244887591,0.0003568508590638209
0.002799442486059772,0.0005296977309233533
0.002799442512705428,0.0006852011074360576
0.002799442537774832,0.0008210057923664721
0.00279944256937841,0.0009789224269668158
0.002799442604045219,0.001140961471404012
0.00279944263589681,0.001271028703631379
0.002799442671442596,0.001384601069576812
0.00279944270453679,0.00142962630349442
0.00279944271882513,0.001381274992083875
0.002799442734462256,0.001203429120363448
0.002799442746690838,0.0009808023298958789
0.002799442758799739,0.0007474959859076961
0.002799442772093952,0.0005395737774402754
0.002799442785638847,0.0003964329647878803
0.002799442799013307,0.0003087962935104573
0.002799442814147977,0.0002474435668308569
0.002799442832512876,0.0001992858045917931
0.002799442855669567,0.0001572838939141978
0.002799442884818095,0.0001193729664179073
0.002799442920166926,8.626026535857031e-05
0.002799442962101347,5.769696689721122e-05
0.002799443011903057,3.236411590551365e-05
0.002799443071414876,1.053010079291096e-05
0.002799443139065356,-3.446165263032542e-06
0.002799443208949603,-7.816069888408274e-06
0.002799443283196752,-7.52363018612244e-06
0.002799443367520054,-6.242274509604576e-06
0.002799443449652975,-5.919805723808655e-06
0.002799443560536611,-6.714324364091198e-06
0.002799443669854324,-7.405440201504131e-06
0.002799443761865012,-7.519246364078409e-06
0.002799443861918735,-7.314630810981044e-06
0.002799443986843406,-7.060021301565491e-06
0.002799444148748156,-6.781159503590147e-06
0.002799444346270368,-6.434175364243635e-06
0.002799444572617028,-6.015275732718401e-06
0.002799444834698334,-5.530145737713393e-06
0.002799445145820512,-4.97865080967933e-06
0.002799445520472506,-4.361751172493751e-06
0.002799445975935567,-3.687576690301293e-06
0.002799446537536865,-2.971942227401463e-06
0.002799447243955306,-2.24105363125802e-06
0.002799448147195494,-1.540808915661004e-06
0.002799449194174075,-9.864041655106397e-07
0.002799450393081194,-5.842575022093196e-07
0.002799451713967712,-3.252647694260673e-07
0.002799453046175909,-1.797945905548329e-07
0.002799454392775035,-9.873813307782289e-08
0.002799455921263568,-4.842712157466254e-08
0.00279945765978237,-1.818923166663405e-08
0.002799459523461986,-1.459389520366881e-09
0.002799461661402065,8.401606165333084e-09
0.002799464294961316,1.422595635529746e-08
0.002799467494622287,1.70911936677725e-08
0.002799471445664901,1.804247967210488e-08
0.002799476288458481,1.794593465838929e-08
0.00279948222840166,1.750696521270336e-08
0.002799489499406661,1.713550996140635e-08
0.002799498378082514,1.695292905480333e-08
0.002799509177489405,1.691319875262079e-08
0.002799522263536579,1.693509792773865e-08
0.002799538071183339,1.696768448858307e-08
0.002799557141516216,1.699333600203846e-08
0.002799580219691033,1.701088949365363e-08
0.002799608539542267,1.702372887168558e-08
0.00279964327403196,1.703466320162176e-08
0.002799683359590812,1.704427102787259e-08
0.002799722356452444,1.705132036482916e-08
0.002799757206699432,1.705587935305386e-08
0.002799798229929382,1.705936365651482e-08
0.002799863668027449,1.70614926699849e-08
0.00279992,1.706062204027621e-08
0.002799928161766677,1.706027798417187e-08
0.00279993705037408,1.705987701513922e-08
0.002799948828335517,1.7059291029765e-08
0.00279997238425839,1.705793260347142e-08
0.002800019496104138,1.705458945599165e-08
0.002800113719795633,1.704620222665525e-08
0.002800302167178623,1.702677962589554e-08
0.002800679061944603,1.69914592721435e-08
0.002801432851476562,1.695214638674414e-08
0.002802,1.69441325198836e-08
0.00280203,1.694415315582054e-08
0.002802059940062527,1.694453175505327e-08
0.002802109788252826,1.694445918238848e-08
0.002802209484633424,1.69461600198461e-08
0.002802245755785218,1.69598540244386e-08
0.002802305807137524,1.701049994080727e-08
0.002802350573947015,1.707740124518449e-08
0.002802385139744176,1.712137086236949e-08
0.002802420874148237,1.72672375932917e-08
0.002802435842470909,1.772334962717666e-08
0.002802451487195587,1.82320397300451e-08
0.002802457047074301,2.013748387966068e-08
0.002802463256725543,1.97857606842685e-08
0.00280246448224017,2.906512998541415e-08
0.002802466684899027,1.173753568293285e-08
0.00280246919449283,-3.138810698013926e-08
0.00280247125489805,-3.032048801238162e-07
0.002802473017924892,-1.85624181287675e-06
0.00280247467013775,-9.491278383029735e-06
0.002802476269487537,-3.373508733029321e-05
0.002802477552107522,-6.87940453277302e-05
0.002802478642513692,-0.0001088980173952427
0.002802479111152274,-0.0001365138668837312
0.002802479589282893,-0.0001723566971265051
0.002802479820712183,-0.0001971503611874365
0.00280248005421111,-0.0002278926092660507
0.002802480261758194,-0.000264185626886872
0.002802480470945795,-0.0003200973247746875
0.002802480621747526,-0.000393721908361103
0.002802480777551456,-0.0005138835028721111
0.002802480909097311,-0.0006527308346953037
0.002802481036811202,-0.000840958595592396
0.002802481111639802,-0.001014866155259187
0.002802481186497716,-0.001296217403623892
0.002802481224566942,-0.001542449276032462
0.00280248126253831,-0.001905864702526165
0.002802481295617717,-0.002331332401723193
0.002802481325442783,-0.002755962213373521
0.002802481363071697,-0.003276257250161623
0.002802481425904087,-0.004048702449293403
0.002802481481799139,-0.004666051545008205
0.002802481507397481,-0.004875019565507656
0.002802481525030267,-0.004907315235451582
0.002802481537698325,-0.00476929820582474
0.002802481551128208,-0.004380479043481233
0.00280248156209766,-0.003869461065097305
0.002802481574581685,-0.003078490043854441
0.002802481590763257,-0.001813383941752133
0.002802481604726821,-0.0006374504993366043
0.002802481619842694,0.0005634432111708287
0.002802481637589773,0.001775277600595851
0.002802481657286967,0.002844657455920024
0.002802481677759252,0.003640676804384096
0.002802481698608276,0.004160722664695546
0.002802481720539403,0.004477658203871698
0.002802481744999914,0.004679195378919646
0.002802481772886751,0.004865732365787847
0.002802481805235822,0.005308952823025395
0.002802481845188443,0.006453260641048722
0.002802481882720716,0.00824825476404901
0.002802481920207579,0.01080276862174619
0.002802481959755083,0.01431665240692068
0.002802482006617622,0.01969336868253781
0.002802482057763104,0.02721963162833895
0.002802482113671133,0.0377278116277306
0.002802482178921407,0.05370608462566626
0.002802482256928502,0.07993969497677182
0.002802482344835049,0.1242454582191216
0.002802482419032454,0.1843116133361882
0.002802482472898818,0.2541511935987414
0.002802482511800468,0.3288058088733886
0.002802482542847623,0.4076041083031781
0.002802482574577728,0.5072024906512433
0.002802482619111021,0.6783215412165579
0.002802482678265119,0.9560855106011592
0.002802482724089084,1.203361395089833
0.002802482748841302,1.343561392746832
0.002802482764276287,1.428068286846521
0.002802482781179247,1.506876976449752
0.002802482793379854,1.550689929938927
0.002802482805950038,1.58610780438003
0.002802482822704619,1.623235086343306
0.002802482836234491,1.647697505862928
0.002802482850382097,1.669434574539859
0.002802482870144994,1.694473586549551
0.002802482893553012,1.717660432461673
0.002802482917339187,1.735713240472865
0.002802482946872663,1.752604485019675
0.002802482980416747,1.76651161544012
0.002802483018826416,1.777520968945539
0.002802483064301134,1.785741154425183
0.002802483117813125,1.790987205740753
0.00280248317786544,1.793695580260431
0.002802483243503242,1.7950070496905
0.002802483319379802,1.795943945331588
0.00280248340273752,1.796919508174061
0.002802483492885397,1.797851569644017
0.002802483582960388,1.798483394083167
0.002802483675688425,1.798859952077508
0.0028024837686873,1.799080400130126
0.002802483874926931,1.799254627792715
0.0028024840081175,1.79941695460079
0.002802484173970804,1.799559905821532
0.002802484371065231,1.799671933964524
0.002802484599627341,1.799755061406915
0.002802484867491711,1.799817133011304
0.002802485186269177,1.799863725258874
0.002802485569676006,1.799898552095283
0.0028024860358714,1.799924840321121
0.002802486612009734,1.799946034518614
0.002802487338734692,1.799964579813028
0.002802488268754029,1.799980921991505
0.002802489333078465,1.799991988669138
0.002802490618167559,1.799998186160085
0.00280249214829167,1.800000014691083
0.002802493491265342,1.799999880938879
0.002802494846946428,1.799999854370765
0.002802496435480885,1.799999905709103
0.00280249818900776,1.799999938188958
0.002802500125377784,1.799999954704688
0.002802502392472236,1.799999965054417
0.002802505195288369,1.79999997216873
0.002802508599956497,1.799999976191732
0.002802512797244863,1.79999997860373
0.002802517945422305,1.799999980006857
0.002802524260473756,1.799999980968108
0.002802531984611934,1.799999981400638
0.002802541404762983,1.799999981641325
0.002802552849266989,1.799999981815592
0.00280256670312544,1.799999981945287
0.002802583427456929,1.799999982013077
0.002802603609064295,1.799999982054792
0.002802628095869244,1.799999982079914
0.002802658329301369,1.799999982091947
0.002802695055124145,1.79999998211344
0.002802735615704343,1.799999982174076
0.002802772517876918,1.799999982219393
0.002802807809475401,1.799999982205923
0.002802853822486698,1.799999982197683
0.002802906911243349,1.799999982198812
0.00280296,1.799999982198772
0.002802967923334169,1.79999998220085
0.002802976351493824,1.799999982193463
0.002802987659897631,1.79999998220155
0.002803010276705246,1.799999982198362
0.002803055510320476,1.799999982198815
0.002803145977550937,1.79999998219882
0.002803326912011858,1.79999998219882
0.002803688780933699,1.79999998219882
0.002804412518777382,1.799999982198819
0.002805859994464748,1.799999982198819
0.002808251758577578,1.799999982198819
0.002811542851665206,1.799999982198819
0.002817455539132826,1.79999998219882
0.002828466439551987,1.79999998219882
0.002845368872938904,1.799999982198822
0.002872164436469452,1.799999982198824
0.00289896,1.799999982198828
0.002899110680589327,1.799999982198818
0.002899225242086209,1.799999982189346
0.00289928252283465,1.799999982072974
0.002899325255341289,1.799999982011264
0.002899361233557165,1.799999981998012
0.002899383303393811,1.799999981822369
0.002899405297235823,1.799999981937365
0.002899412867814808,1.799999982413147
0.00289942113591991,1.799999995074141
0.002899422749690176,1.800000007783152
0.002899425534891665,1.80000010863284
0.002899428550971085,1.800000664843122
0.002899430686224772,1.800003481754973
0.00289943253504131,1.800013845751107
0.002899434199470894,1.800038332143408
0.002899435885680877,1.800084089561287
0.002899437286156378,1.800154469289036
0.002899438416672874,1.800276177803752
0.002899438954437502,1.800415995438406
0.002899439494395416,1.800687073623588
0.002899439744056,1.800970301204231
0.002899439998770661,1.801430650556234
0.002899440217822761,1.801833906886949
0.002899440417244256,1.80106640496834
0.00289944057914855,1.79627415825981
0.002899440756779473,1.778736091759522
0.002899440895127491,1.75061154852924
0.002899441022021323,1.708045665048896
0.002899441138333823,1.643998171873442
0.002899441188548048,1.602510339202472
0.002899441240820956,1.539271686444866
0.002899441267603009,1.492402115351159
0.002899441293618497,1.432600448786002
0.002899441319867978,1.358221436986164
0.00289944136875403,1.187241115978378
0.002899441407592997,1.023298279579494
0.002899441454988833,0.7915144761426292
0.002899441512438139,0.472617488551591
0.002899441528993392,0.3769342446241085
0.002899441550902262,0.261706852707005
0.002899441566890122,0.1944367478728842
0.002899441579503069,0.1534484103185687
0.002899441596402796,0.1135904281803692
0.002899441617825973,0.0806783394054791
0.002899441633763452,0.06466758181232536
0.002899441649614454,0.05297831511331937
0.002899441667435238,0.04289828633354759
0.002899441688896459,0.0335626303016168
0.002899441716515082,0.02465547936729678
0.002899441752157601,0.01672763281821478
0.002899441795874514,0.01064088313370204
0.002899441847457954,0.006614532849890746
0.002899441907528005,0.004226429139387135
0.00289944197783879,0.002837300641700059
0.002899442064157091,0.001946280302688637
0.002899442134362753,0.001502401366626516
0.002899442229846654,0.001109514195194092
0.002899442331951167,0.0009540165312644387
0.002899442413836659,0.001091728390252473
0.00289944245340178,0.001301082453428491
0.002899442492914101,0.001640923992442008
0.002899442524904284,0.001990423336923176
0.002899442552012528,0.00229430921645516
0.002899442587683813,0.002676008186147821
0.002899442632716789,0.003114746165385887
0.002899442674884498,0.003460494788885177
0.002899442717061689,0.003703838680537755
0.002899442754201161,0.003709116345465675
0.002899442769184563,0.003513735897362157
0.002899442785046249,0.003077553987487599
0.002899442798707066,0.00256563292596477
0.002899442813435333,0.002014187625557304
0.002899442829202573,0.001537736151918963
0.002899442845417881,0.001194605243359982
0.002899442861544838,0.0009706601337331893
0.002899442879284463,0.0008105668816375624
0.002899442899864737,0.0006876294331131485
0.002899442924717125,0.0005851495619291209
0.002899442955440928,0.0004933300351243361
0.002899442993539951,0.0004081194107176533
0.002899443039899808,0.0003303578959080698
0.002899443094461497,0.0002657041426539104
0.002899443155081259,0.000222267774207754
0.002899443219768158,0.0001985422432375842
0.002899443292367734,0.0001842870779728243
0.002899443377811184,0.0001720418248715255
0.002899443463150404,0.0001594693578658457
0.002899443596671335,0.0001392271803750891
0.002899443700642413,0.0001256557976994954
0.002899443791504995,0.0001161884461728605
0.002899443895695355,0.0001069898175444426
0.002899444029788151,9.632073286625627e-05
0.00289944420545367,8.405717847006529e-05
0.002899444413546695,7.178475150834031e-05
0.002899444649686378,6.011153124606198e-05
0.00289944492481408,4.860725013972717e-05
0.002899445253530317,3.695168737242789e-05
0.002899445650953035,2.516549709821201e-05
0.002899446135946505,1.36922705225679e-05
0.002899446737289724,3.674220499291714e-06
0.002899447498297346,-3.025661859437047e-06
0.002899448472118325,-5.18281340534967e-06
0.002899449568711051,-4.12415804517375e-06
0.002899450924928217,-2.558136488745551e-06
0.002899452103768667,-1.602054373041291e-06
0.002899453164527054,-1.065440045669864e-06
0.002899454283746413,-6.926545175849315e-07
0.00289945551782978,-4.297891578994704e-07
0.002899456929181627,-2.493070003900868e-07
0.002899458585745416,-1.28376672443858e-07
0.002899460584101012,-5.190716697500465e-08
0.002899463015237428,-7.932965416830983e-09
0.00289946594858401,1.365204531766201e-08
0.002899469524648251,2.166959165875894e-08
0.002899473918801961,2.234742060874945e-08
0.00289947932411695,2.00651007825799e-08
0.002899485952518365,1.753088475070153e-08
0.002899494053112,1.588606281004958e-08
0.002899503920548255,1.51687570855559e-08
0.002899515898422978,1.499065395942483e-08
0.002899530387901399,1.501267062191464e-08
0.002899547873138601,1.507355080627298e-08
0.002899568984525415,1.512820475942951e-08
0.002899594673879996,1.517377945664293e-08
0.002899626383606867,1.521130680127836e-08
0.002899664433497464,1.523028046192277e-08
0.002899704962517217,1.522442610247452e-08
0.002899740709202289,1.523455998440417e-08
0.002899777127165251,1.526396943098074e-08
0.002899828337080591,1.527998187896208e-08
0.002899874168540295,1.52837055409202e-08
0.00289992,1.528229396618978e-08
0.002899927361876718,1.5280135134079e-08
0.002899935206606201,1.528376906626274e-08
0.002899945558068278,1.527725850683337e-08
0.002899966260992432,1.527580475869558e-08
0.002900007666840739,1.526666235953308e-08
0.002900090478537354,1.524336606062462e-08
0.002900256101930583,1.518598246180978e-08
0.002900587348717041,1.507197089614405e-08
0.002901249842289959,1.492453894052356e-08
0.002902,1.486583257096582e-08
0.002902030605809872,1.486613731637901e-08
0.002902061417557477,1.486580481666468e-08
0.002902120904891863,1.486634771641715e-08
0.002902239879560634,1.486792974288048e-08
0.002902274971360433,1.486853589615113e-08
0.002902318878478091,1.486935995311293e-08
0.00290235803932891,1.4870142094236e-08
0.002902396037478375,1.487093337990123e-08
0.002902419613357295,1.487143825640034e-08
0.002902443016710118,1.487195165228005e-08
0.002902451310811931,1.487217062646219e-08
0.002902460300321021,1.48726574797795e-08
0.002902462049863158,1.487441222823851e-08
0.002902465070049628,1.487933053137222e-08
0.002902467242275779,1.490049082522434e-08
0.002902469337791209,1.500958933417148e-08
0.002902471365253001,1.549107243948979e-08
0.002902473128256295,1.688211815527295e-08
0.002902474787991221,1.839825175298828e-08
0.002902476370298062,1.891881236131704e-08
0.002902477629988595,2.403111003718997e-08
0.002902478697763214,4.251207952705343e-08
0.002902479151302852,8.951413419415196e-08
0.002902479615067701,1.708167056082204e-07
0.002902479842190578,3.414301566090547e-07
0.002902480070369528,4.807346511796297e-07
0.002902480275475493,1.445754902883775e-07
0.002902480489292474,-3.433166543961972e-06
0.002902480635212747,-1.401238873799454e-05
0.002902480783118584,-3.445897506636606e-05
0.002902480912100743,-5.875175884265501e-05
0.002902481039250426,-9.543376641954475e-05
0.002902481107933238,-0.0001340738117246788
0.002902481177172914,-0.0002090350180417343
0.00290248121069946,-0.0002832936393449603
0.002902481244264899,-0.0004002571064520312
0.002902481273612787,-0.0005479682504982373
0.002902481298889923,-0.0006916330300148789
0.002902481330564242,-0.0008616481303925939
0.002902481383563188,-0.001114231870835004
0.002902481425715831,-0.001294436466867464
0.002902481452533601,-0.00141996751360997
0.002902481467778705,-0.001614698348089038
0.002902481482868381,-0.00199192596961806
0.002902481499882213,-0.00255991620482788
0.002902481510807799,-0.002897835038057073
0.00290248152234219,-0.003127720140007949
0.002902481534508617,-0.003194054138995428
0.002902481552259621,-0.003040564699294823
0.002902481567215613,-0.00278267449766425
0.002902481580957417,-0.002512229772035294
0.002902481596031029,-0.002219466904938362
0.002902481613864047,-0.001890874634216481
0.002902481637015928,-0.001532101275998171
0.002902481664723993,-0.001182027645639974
0.002902481702795329,-0.0008202534235959132
0.002902481743448792,-0.0005552581614574599
0.002902481787139629,-0.0003668302545283674
0.002902481836363263,-0.0002309119236736839
0.002902481892123403,-0.000142745723404092
0.00290248195733311,-8.572717656585055e-05
0.002902482036889582,-4.709558937278687e-05
0.002902482104454191,-2.779277048123515e-05
0.002902482180900528,-1.168325899572607e-05
0.002902482288094525,9.426555906606274e-06
0.002902482349939409,2.910174053797144e-05
0.002902482410913805,6.442991067331083e-05
0.00290248244422788,0.0001048834474485868
0.002902482477315455,0.0001716686618467858
0.002902482505331925,0.0002474185752798273
0.002902482530676569,0.0003120605599200145
0.002902482562986466,0.0003660403617057056
0.002902482600292223,0.0003882163089041713
0.002902482636802373,0.0003825589370892229
0.002902482671838756,0.0003512522524097141
0.002902482704052762,0.0002645644928963347
0.002902482717081274,0.0001100099081929079
0.002902482731284721,-0.0003960041620212191
0.002902482742842794,-0.001043415260617123
0.002902482755739574,-0.001667833713253763
0.0029024827685994,-0.001926343127869821
0.002902482779612209,-0.001832331298953249
0.002902482792308717,-0.001490701739787909
0.002902482808331987,-0.0009774658002554102
0.002902482826958179,-0.0004920828263023397
0.002902482844215416,-0.0002089743901068186
0.002902482863295325,-4.686217514136474e-05
0.002902482887594694,3.255607367569043e-05
0.002902482920648173,5.326536864411119e-05
0.002902482960242686,4.292974989206086e-05
0.002902483008582868,2.777941969795799e-05
0.002902483066539283,1.719537729587017e-05
0.002902483133001407,1.278055256064779e-05
0.002902483202375401,1.17749707608126e-05
0.002902483275454366,1.077961530169468e-05
0.002902483360649703,8.953141807317495e-06
0.002902483442591277,6.963651836651566e-06
0.00290248354740392,4.750105863636264e-06
0.002902483661158826,3.127911783586038e-06
0.002902483753799181,2.213039549761137e-06
0.002902483852493531,1.437600578039721e-06
0.002902483973797417,6.358284640592764e-07
0.00290248413286198,3.998815781633241e-10
0.002902484327683179,-4.881538526260223e-07
0.002902484551211975,-7.995285802062799e-07
0.00290248480951723,-1.048639455140244e-06
0.002902485115701492,-1.068773430483441e-06
0.002902485484106054,-9.423193236024589e-07
0.002902485931529556,-7.299350356998616e-07
0.002902486482335871,-4.916976230424083e-07
0.002902487173887205,-2.815752231711722e-07
0.002902488056228841,-1.366754580051608e-07
0.002902489091341652,-7.02148724560448e-08
0.00290249031412772,-5.251327008887927e-08
0.002902491791550871,-5.439781497788733e-08
0.002902493149454623,-5.781825290818396e-08
0.002902494483154685,-5.836181583139348e-08
0.002902496004315086,-5.65342715707958e-08
0.002902497738110266,-5.336069941816364e-08
0.00290249961702424,-4.983699160359861e-08
0.002902501779378384,-4.607548830437002e-08
0.002902504438693813,-4.18306925359001e-08
0.002902507669411018,-3.706798990014505e-08
0.002902511658589173,-3.164720090455927e-08
0.002902516550178833,-2.559405891356986e-08
0.002902522549881003,-1.895043547843682e-08
0.002902529892649576,-1.1828241960843e-08
0.002902538856971986,-4.402030083214625e-09
0.002902549758636998,3.082867576827133e-09
0.002902562966492658,1.033183860702801e-08
0.002902578919390973,1.702145516720949e-08
0.002902598165177609,2.282574756997328e-08
0.002902621463882422,2.744555782980221e-08
0.002902650086726203,3.062550578436009e-08
0.002902685148116718,3.210173000508789e-08
0.00290272536117876,3.186215595826761e-08
0.002902763984499261,3.060487925930069e-08
0.002902798834526607,2.909460515429328e-08
0.00290284054786801,2.720033381712154e-08
0.002902907775172649,2.446085063593054e-08
0.00290296,2.279008039984136e-08
0.002902967779442186,2.259107870512221e-08
0.00290297646601089,2.237402659909388e-08
0.002902987758267782,2.210529683202049e-08
0.002903010342781565,2.1616532826534e-08
0.002903055511809132,2.081168669715301e-08
0.002903145849864266,1.972218284051776e-08
0.002903276870042504,1.89114569300846e-08
0.002903424967759574,1.854437864758403e-08
0.002903599640529604,1.838265870338475e-08
0.00290381713516832,1.827840263941382e-08
0.002904109631198424,1.817027249249162e-08
0.002904549302764479,1.806323987562467e-08
0.00290532101254086,1.801649060797738e-08
0.002906534708657687,1.809614264974756e-08
0.002908186680560106,1.823947526011806e-08
0.00291056600159919,1.836576775656548e-08
0.002913617040379723,1.842557655619377e-08
0.002917021649688158,1.84386295538175e-08
0.002920638788119169,1.843764332447824e-08
0.00292456412246998,1.843575839148775e-08
0.002928984427550178,1.843513388512923e-08
0.002934176460868353,1.843524856501282e-08
0.002940543519142792,1.843551014752968e-08
0.002948710373569185,1.843554811112125e-08
0.002959776842612226,1.843561089490971e-08
0.002976008587460322,1.843566896391442e-08
0.00299896,1.843565394264318e-08
0.002999108120541115,1.843565316647467e-08
0.002999221380743362,1.843565346125708e-08
0.002999278010844485,1.843565345002706e-08
0.002999321503262685,1.843565365160813e-08
0.002999357533759023,1.843565360876667e-08
0.002999381079308873,1.843565371593277e-08
0.002999404300942744,1.843565369012986e-08
0.002999412190911314,1.843565419303983e-08
0.002999420791929772,1.84356574534655e-08
0.002999422470716843,1.843570470373512e-08
0.002999425355103449,1.843576534623903e-08
0.00299942750817402,1.843625037089226e-08
0.002999429565767072,1.843879399853603e-08
0.002999431601948584,1.844927299137673e-08
0.002999433345451799,1.84766447182047e-08
0.002999435017293096,1.847770254055129e-08
0.002999436572082225,1.846419841638781e-08
0.002999437793077233,1.866230582006004e-08
0.002999438814557005,1.926647849026114e-08
0.002999439236561568,2.227715546669336e-08
0.002999439670291893,2.515633492103793e-08
0.002999439889077234,4.053947237283611e-08
0.002999440106554951,3.144583489549503e-08
0.002999440307640578,-5.067732684818224e-08
0.002999440535940993,-6.251507078846976e-07
0.002999440674042617,-2.318196692619541e-06
0.002999440810082518,-4.273657554872008e-06
0.002999440938566105,-7.162199628771995e-06
0.002999441064804761,-1.724583374344106e-05
0.002999441127295539,-3.956293730108123e-05
0.002999441191101071,-0.0001080372215181352
0.002999441221238807,-0.0001801478536265249
0.002999441251617939,-0.0002710312133598358
0.002999441277748905,-0.0003438752067729799
0.002999441301571235,-0.0004019963766288936
0.002999441349215895,-0.0004817367739750627
0.002999441386385326,-0.0005164348695392468
0.002999441426517398,-0.0005347032327356325
0.002999441470635924,-0.0005115419501149803
0.002999441484097127,-0.0004580017378071287
0.002999441500849399,-0.0002757611315651953
0.002999441513473184,-4.897916801731377e-05
0.002999441524296862,0.0001531361410733465
0.00299944154311655,0.0004125914710822827
0.002999441557393767,0.000511243851139386
0.002999441569975073,0.0005420453747332399
0.002999441584122562,0.0005419993621678733
0.00299944160119102,0.0005208510571451671
0.002999441623810343,0.0004809225606123134
0.002999441653032858,0.0004237052436416207
0.002999441687726208,0.0003565597125206932
0.002999441728033736,0.0002864188458447162
0.002999441775822008,0.0002182595285746734
0.002999441833613824,0.000156487771245317
0.002999441902233165,0.0001063434909387729
0.002999441980300367,7.274263628429397e-05
0.002999442070877162,5.61326650161596e-05
0.00299944213974619,5.825866847083429e-05
0.002999442231766685,7.921231546526865e-05
0.002999442333253513,0.0001428165018576564
0.002999442385151648,0.0002178800072651865
0.002999442436708205,0.0003411990556725452
0.002999442464508444,0.0004357496058610736
0.002999442491789006,0.0005546102234349934
0.002999442516624995,0.000683742065732872
0.00299944254421916,0.0008383855153170555
0.002999442597626719,0.001115965650020544
0.002999442636174928,0.001278316767083879
0.002999442670342353,0.001386827549063909
0.002999442702904826,0.001432027301654575
0.002999442717513871,0.001389607264600484
0.00299944273359282,0.001216662062081518
0.002999442745958815,0.0009951977964189752
0.002999442757883118,0.0007641841914251635
0.002999442771431306,0.0005482892878559462
0.002999442785194329,0.000399808869504035
0.002999442798520128,0.0003109316082205123
0.002999442813516759,0.0002491949269683731
0.002999442831672369,0.0002009546933780996
0.002999442854581722,0.000158874393360753
0.002999442883503919,0.0001207466204974595
0.002999442918641257,8.737974137658197e-05
0.002999442960311246,5.864957715227188e-05
0.002999443009751208,3.322230196983414e-05
0.002999443068847237,1.120319377181448e-05
0.002999443136282449,-3.171582201124912e-06
0.00299944320611981,-7.847795323066627e-06
0.002999443280005021,-7.650804259771968e-06
0.00299944336476143,-6.363265732475553e-06
0.002999443446773982,-5.993390705568708e-06
0.002999443554805663,-6.754438703527891e-06
0.002999443665899561,-7.471155474271854e-06
0.002999443758174997,-7.600820033114931e-06
0.002999443857718674,-7.410856342681307e-06
0.002999443980657784,-7.150597252276534e-06
0.002999444141892529,-6.872163830124774e-06
0.0029994443381993,-6.527366512183345e-06
0.002999444563118576,-6.109243145542132e-06
0.002999444823433674,-5.623616197990301e-06
0.002999445132367946,-5.070421362016173e-06
0.002999445504275262,-4.450229402625756e-06
0.002999445956163221,-3.77083993634917e-06
0.002999446512927655,-3.047777695515911e-06
0.00299944721268079,-2.306902794014281e-06
0.002999448106548612,-1.594177925633096e-06
0.002999449148129809,-1.023908332702891e-06
