phaseDegUnwrapped((v("/net8" ?result "ac") - v("/net7" ?result "ac"))) X,phaseDegUnwrapped((v("/net8" ?result "ac") - v("/net7" ?result "ac"))) Y
0.001,-0.3657551605217468
0.001023292992280754,-0.3742744530700973
0.0010471285480509,-0.3829921682998597
0.001071519305237606,-0.3919129267787418
0.001096478196143185,-0.4010414568217469
0.001122018454301963,-0.4103825965247419
0.001148153621496882,-0.4199412967491877
0.001174897554939529,-0.4297226234875099
0.001202264434617413,-0.4397317606459225
0.001230268770812381,-0.4499740128002594
0.001258925411794167,-0.4604548078647405
0.001288249551693133,-0.4711797001031517
0.001318256738556406,-0.4821543729875286
0.001348962882591653,-0.4933846421791355
0.001380384264602884,-0.5048764587433828
0.001412537544622754,-0.516635912011105
0.001445439770745927,-0.5286692330678873
0.001479108388168207,-0.5409827979272733
0.001513561248436207,-0.5535831307812612
0.00154881661891248,-0.5664769076504564
0.001584893192461112,-0.5796709597403322
0.001621810097358929,-0.593172277169383
0.001659586907437559,-0.6069880124163465
0.001698243652461743,-0.6211254844359582
0.001737800828749374,-0.6355921821742814
0.001778279410038921,-0.6503957686408162
0.001819700858609981,-0.6655440850463685
0.001862087136662865,-0.6810451547548801
0.001905460717963245,-0.6969071874895729
0.001949844599758043,-0.7131385837998975
0.001995262314968877,-0.729747939455644
0.002041737944669526,-0.7467440495922136
0.002089296130854036,-0.7641359140208545
0.002137962089502229,-0.7819327411892514
0.002187761623949549,-0.8001439534389985
0.002238721138568336,-0.8187791919204858
0.002290867652767769,-0.8378483215327625
0.002344228815319918,-0.8573614360474815
0.002398832919019486,-0.8773288634027033
0.002454708915685026,-0.8977611712675324
0.002511886431509576,-0.9186691722348227
0.002570395782768859,-0.9400639297768609
0.002630267991895377,-0.9619567638952663
0.00269153480392691,-0.9843592566218492
0.002754228703338161,-1.007283258897483
0.002818382931264448,-1.030740895795311
0.0028840315031266,-1.05474457345836
0.00295120922666638,-1.0793069851974
0.00301995172040201,-1.104441118121508
0.003090295432513584,-1.130160260221819
0.003162277660168373,-1.156478006466738
0.003235936569296276,-1.183408266309376
0.003311311214825904,-1.210965271139792
0.003388441561392018,-1.239163580865188
0.003467368504525309,-1.268018092054459
0.003548133892335747,-1.297544045007738
0.003630780547701005,-1.327757032315504
0.003715352290971717,-1.358673005667336
0.003801893963205603,-1.390308285243134
0.003890451449942797,-1.422679567336864
0.003981071705534963,-1.455803932874456
0.004073802778041117,-1.489698856312627
0.004168693834703344,-1.524382213943935
0.004265795188015916,-1.559872293910433
0.004365158322401649,-1.596187804588042
0.00446683592150962,-1.633347883796407
0.004570881896148739,-1.671372109503261
0.004677351412871971,-1.710280508332528
