db(v("/Vout+" ?result "ac")) X,db(v("/Vout+" ?result "ac")) Y
0.001,-18.04885243633779
0.001023292992280754,-18.04885243645693
0.0010471285480509,-18.04885243641174
0.001071519305237606,-18.04885243653047
0.001096478196143185,-18.04885243663422
0.001122018454301963,-18.04885243649159
0.001148153621496882,-18.04885243657327
0.001174897554939529,-18.04885243641028
0.001202264434617413,-18.04885243653143
0.001230268770812381,-18.04885243655218
0.001258925411794167,-18.04885243642087
0.001288249551693133,-18.04885243634458
0.001318256738556406,-18.04885243670443
0.001348962882591653,-18.04885243649811
0.001380384264602884,-18.04885243646642
0.001412537544622754,-18.04885243637265
0.001445439770745927,-18.04885243636618
0.001479108388168207,-18.0488524363322
0.001513561248436207,-18.04885243656802
0.00154881661891248,-18.04885243636182
0.001584893192461112,-18.04885243657642
0.001621810097358929,-18.04885243638403
0.001659586907437559,-18.04885243661582
0.001698243652461743,-18.04885243656029
0.001737800828749374,-18.04885243630924
0.001778279410038921,-18.04885243651978
0.001819700858609981,-18.04885243644902
0.001862087136662865,-18.04885243648476
0.001905460717963245,-18.04885243642335
0.001949844599758043,-18.04885243656296
0.001995262314968877,-18.04885243646239
0.002041737944669526,-18.048852436568
0.002089296130854036,-18.04885243658667
0.002137962089502229,-18.04885243637351
0.002187761623949549,-18.04885243643311
0.002238721138568336,-18.04885243647293
0.002290867652767769,-18.04885243629027
0.002344228815319918,-18.04885243651195
0.002398832919019486,-18.04885243633872
0.002454708915685026,-18.04885243651349
0.002511886431509576,-18.04885243657053
0.002570395782768859,-18.04885243657206
0.002630267991895377,-18.04885243637452
0.00269153480392691,-18.04885243648407
0.002754228703338161,-18.04885243631406
0.002818382931264448,-18.04885243652454
0.0028840315031266,-18.04885243654985
0.00295120922666638,-18.04885243645922
0.00301995172040201,-18.04885243655958
0.003090295432513584,-18.04885243643409
0.003162277660168373,-18.04885243644829
0.003235936569296276,-18.0488524366087
0.003311311214825904,-18.04885243647875
0.003388441561392018,-18.04885243650926
0.003467368504525309,-18.04885243649633
